SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
2406,60,0.1284796573875803,1. NELLA CONVERTI (5) | 2. DARIO MARCUCCI (4) | 3. ERICA BATTAGLIA (4) | 4. MAURIZIO VELOCCIA (4) | 5. SABRINA ALFONSI (3) | 6. GIOVANNI CRISANTI (2) | 7. MONICA MORICONI (2) | 8. FABRIZIO RUFO (1) | 9. OLIMPIA TROILI (1) | 10. STEFANO MARONGIU (1),comune_2021
2407,65,0.13829787234042554,1. ERICA BATTAGLIA (4) | 2. GIOVANNI CRISANTI (4) | 3. FABRIZIO RUFO (3) | 4. LORENZO MARINONE (3) | 5. FLAVIA RESTIVO (2) | 6. JULIAN COLABELLO (2) | 7. SVETLANA CELLI (2) | 8. UBALDO RIGHETTI (2) | 9. ANTONIO STAMPETE (1) | 10. CARLA CONSUELO FERMARIELLO (1),comune_2021
2408,43,0.1264705882352941,1. ANDREA ALEMANNI (1) | 2. ERICA BATTAGLIA (1) | 3. SABRINA ALFONSI (1) | 4. SVETLANA CELLI (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANTONELLA MELITO (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),comune_2021
2409,69,0.15333333333333332,1. MARCO ROSSI (4) | 2. FABRIZIO RUFO (2) | 3. NELLA CONVERTI (2) | 4. VALERIA BAGLIO (2) | 5. GIAMMARCO PALMIERI (1) | 6. MAURIZIO VELOCCIA (1) | 7. MONICA MORICONI (1) | 8. UBALDO RIGHETTI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2410,41,0.10817941952506596,1. ERICA BATTAGLIA (9) | 2. GIOVANNI CRISANTI (3) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. PIERO SANDULLI (2) | 5. ANTONIO STAMPETE (1) | 6. DARIO MARCUCCI (1) | 7. GIORGIO MEZZAPESA (1) | 8. GIOVANNI ZANNOLA (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2411,42,0.10268948655256724,1. FABRIZIO RUFO (4) | 2. ERICA BATTAGLIA (3) | 3. ANDREA ALEMANNI (1) | 4. LORENZO MARINONE (1) | 5. MARCO ROSSI (1) | 6. MONICA MORICONI (1) | 7. VALERIA BAGLIO (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
2412,50,0.10989010989010989,1. SABRINA ALFONSI (6) | 2. FABRIZIO RUFO (3) | 3. LORENZO MARINONE (2) | 4. NELLA CONVERTI (2) | 5. CRISTINA MICHETELLI (1) | 6. GIOVANNI CRISANTI (1) | 7. MASSIMO DE SIMONI (1) | 8. OLIMPIA TROILI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2413,27,0.15254237288135594,1. ERICA BATTAGLIA (3) | 2. ANDREA ALEMANNI (1) | 3. CARLA CONSUELO FERMARIELLO (1) | 4. FLAVIA RESTIVO (1) | 5. GIOVANNI CRISANTI (1) | 6. JULIAN COLABELLO (1) | 7. STEFANO MARONGIU (1) | 8. SVETLANA CELLI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
2414,24,0.06382978723404255,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. CLAUDIA PAPPATA' (1) | 4. FABRIZIO RUFO (1) | 5. GIAMMARCO PALMIERI (1) | 6. MARCO ROSSI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
2415,40,0.08213552361396304,1. SVETLANA CELLI (3) | 2. GIOVANNI CRISANTI (2) | 3. MAURIZIO VELOCCIA (2) | 4. SABRINA ALFONSI (2) | 5. ANTONELLA MELITO (1) | 6. ANTONIO CIANCIO (1) | 7. ANTONIO STAMPETE (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. GIULIA TEMPESTA (1) | 10. MASSIMO DE SIMONI (1),comune_2021
2416,52,0.13756613756613756,1. SABRINA ALFONSI (4) | 2. MAURIZIO VELOCCIA (3) | 3. ERICA BATTAGLIA (2) | 4. ANTONIO STAMPETE (1) | 5. CRISTINA MICHETELLI (1) | 6. FABRIZIO RUFO (1) | 7. GIOVANNI CRISANTI (1) | 8. ILARIA PICCOLO (1) | 9. PIERO SANDULLI (1) | 10. STEFANO MARONGIU (1),comune_2021
2417,62,0.13839285714285715,1. ERICA BATTAGLIA (5) | 2. DARIO MARCUCCI (4) | 3. MONICA MORICONI (4) | 4. GIOVANNI CRISANTI (3) | 5. JULIAN COLABELLO (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. ELEONORA GRIMALDI (1) | 9. MAURIZIO VELOCCIA (1) | 10. STEFANO MARONGIU (1),comune_2021
2418,58,0.1291759465478842,1. ERICA BATTAGLIA (7) | 2. MAURIZIO VELOCCIA (5) | 3. ANDREA ALEMANNI (3) | 4. FABRIZIO RUFO (2) | 5. CLAUDIA PAPPATA' (1) | 6. DANIELE PARRUCCI (1) | 7. GIAMMARCO PALMIERI (1) | 8. PIERO SANDULLI (1) | 9. SABRINA ALFONSI (1) | 10. YURI TROMBETTI (1),comune_2021
2419,53,0.10995850622406639,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
2420,57,0.13801452784503632,1. ERICA BATTAGLIA (14) | 2. MAURIZIO VELOCCIA (11) | 3. ANTONELLA MELITO (2) | 4. PIERO SANDULLI (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANDREA ALEMANNI (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),comune_2021
2421,75,0.18382352941176472,1. ERICA BATTAGLIA (16) | 2. MAURIZIO VELOCCIA (13) | 3. ANTONIO STAMPETE (4) | 4. ANDREA ALEMANNI (1) | 5. GIULIA TEMPESTA (1) | 6. RICCARDO CORBUCCI (1) | 7. SABRINA ALFONSI (1) | 8. YURI TROMBETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
2422,90,0.22556390977443608,1. ERICA BATTAGLIA (23) | 2. MAURIZIO VELOCCIA (19) | 3. ILARIA PICCOLO (4) | 4. PIERO SANDULLI (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
2423,62,0.155,1. ERICA BATTAGLIA (18) | 2. MAURIZIO VELOCCIA (17) | 3. ANDREA ALEMANNI (2) | 4. MARIANO ANGELUCCI (2) | 5. ANTONELLA MELITO (1) | 6. GIOVANNI CRISANTI (1) | 7. GIULIA TEMPESTA (1) | 8. ILARIA PICCOLO (1) | 9. OLIMPIA TROILI (1) | 10. PIETRO VITTORIO BARBIERI (1),comune_2021
2424,46,0.14153846153846153,1. ERICA BATTAGLIA (13) | 2. MAURIZIO VELOCCIA (9) | 3. ANDREA ALEMANNI (3) | 4. ANTONIO STAMPETE (3) | 5. MASSIMO DE SIMONI (1) | 6. NELLA CONVERTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. CARLA CONSUELO FERMARIELLO (0),comune_2021
2425,30,0.07672634271099744,1. DANIELE PARRUCCI (5) | 2. ERICA BATTAGLIA (5) | 3. ANDREA ALEMANNI (4) | 4. SVETLANA CELLI (4) | 5. MASSIMO DE SIMONI (3) | 6. NELLA CONVERTI (3) | 7. MAURIZIO VELOCCIA (1) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
2426,54,0.16822429906542055,1. DANIELE PARRUCCI (18) | 2. ERICA BATTAGLIA (14) | 3. CRISTINA MICHETELLI (3) | 4. MAURIZIO VELOCCIA (3) | 5. SABRINA ALFONSI (3) | 6. YURI TROMBETTI (3) | 7. ANTONIO STAMPETE (2) | 8. GIOVANNI CRISANTI (2) | 9. ANDREA ALEMANNI (1) | 10. LORENZO MARINONE (1),comune_2021
2427,29,0.13302752293577982,1. MAURIZIO VELOCCIA (4) | 2. QAMAR ZAMAN (1) | 3. SABRINA ALFONSI (1) | 4. ALESSANDRO LEPIDINI (0) | 5. ANDREA ALEMANNI (0) | 6. ANTONELLA MELITO (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),comune_2021
2428,34,0.16346153846153846,1. OLIMPIA TROILI (4) | 2. DANIELE PARRUCCI (2) | 3. PIERO SANDULLI (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. DARIO MARCUCCI (1) | 6. ERICA BATTAGLIA (1) | 7. FABRIZIO RUFO (1) | 8. MONICA MORICONI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2429,28,0.11244979919678715,1. SABRINA ALFONSI (3) | 2. JULIAN COLABELLO (2) | 3. DANIELE PARRUCCI (1) | 4. FABRIZIO RUFO (1) | 5. GIORGIO RAFFAELE CALVI (1) | 6. MARIANO ANGELUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. STEFANO MARONGIU (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2430,51,0.13746630727762804,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. NELLA CONVERTI (2) | 4. VALERIA BAGLIO (2) | 5. ANTONIO STAMPETE (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. DANIELE PARRUCCI (1) | 8. GIOVANNI ZANNOLA (1) | 9. GIULIA TEMPESTA (1) | 10. JULIAN COLABELLO (1),comune_2021
2431,44,0.16988416988416988,1. MAURIZIO VELOCCIA (7) | 2. SABRINA ALFONSI (4) | 3. VALERIA BAGLIO (3) | 4. ANTONIO STAMPETE (2) | 5. DANIELE PARRUCCI (2) | 6. ERICA BATTAGLIA (2) | 7. UBALDO RIGHETTI (2) | 8. GIOVANNI CRISANTI (1) | 9. GIULIA TEMPESTA (1) | 10. ROCCO STELITANO (1),comune_2021
2432,49,0.17253521126760563,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. ANTONIO STAMPETE (2) | 4. JULIAN COLABELLO (2) | 5. CLAUDIA PAPPATA' (1) | 6. ERICA BATTAGLIA (1) | 7. FLAVIA RESTIVO (1) | 8. STEFANO MARONGIU (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2433,27,0.10344827586206896,1. MASSIMO DE SIMONI (3) | 2. NELLA CONVERTI (3) | 3. SABRINA ALFONSI (3) | 4. MAURIZIO VELOCCIA (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. DANIELE PARRUCCI (1) | 8. GIAMMARCO PALMIERI (1) | 9. JULIAN COLABELLO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2434,41,0.1151685393258427,1. GIOVANNI CRISANTI (6) | 2. ERICA BATTAGLIA (4) | 3. MAURIZIO VELOCCIA (3) | 4. SVETLANA CELLI (3) | 5. YURI TROMBETTI (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. ELEONORA GRIMALDI (1) | 9. FABRIZIO RUFO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2435,50,0.15772870662460567,1. GIOVANNI CRISANTI (6) | 2. CARLA CONSUELO FERMARIELLO (3) | 3. LORENZO MARINONE (2) | 4. SABRINA ALFONSI (2) | 5. ANTONIO STAMPETE (1) | 6. CRISTINA MICHETELLI (1) | 7. MAURIZIO VELOCCIA (1) | 8. STEFANO MARONGIU (1) | 9. UBALDO RIGHETTI (1) | 10. VALERIA BAGLIO (1),comune_2021
2436,42,0.16733067729083664,1. ERICA BATTAGLIA (3) | 2. MAURIZIO VELOCCIA (3) | 3. ANTONIO STAMPETE (2) | 4. GIOVANNI CRISANTI (2) | 5. ANTONELLA MELITO (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. CRISTINA MICHETELLI (1) | 8. DARIO MARCUCCI (1) | 9. FABRIZIO RUFO (1) | 10. MONICA MORICONI (1),comune_2021
2437,87,0.22025316455696203,1. GIOVANNI CRISANTI (9) | 2. MARIANO ANGELUCCI (5) | 3. MAURIZIO VELOCCIA (5) | 4. ERICA BATTAGLIA (4) | 5. SABRINA ALFONSI (4) | 6. CARLA CONSUELO FERMARIELLO (3) | 7. OLIMPIA TROILI (3) | 8. FABRIZIO RUFO (2) | 9. PIERO SANDULLI (2) | 10. ANTONIO STAMPETE (1),comune_2021
2438,51,0.15223880597014924,1. GIOVANNI CRISANTI (14) | 2. ERICA BATTAGLIA (5) | 3. FABRIZIO RUFO (3) | 4. SABRINA ALFONSI (3) | 5. ANDREA ALEMANNI (2) | 6. ANTONELLA MELITO (2) | 7. CARLA CONSUELO FERMARIELLO (2) | 8. CRISTINA MICHETELLI (2) | 9. MAURIZIO VELOCCIA (2) | 10. VALERIA BAGLIO (2),comune_2021
2439,56,0.1978798586572438,1. MAURIZIO VELOCCIA (2) | 2. CLAUDIA PAPPATA' (1) | 3. ERICA BATTAGLIA (1) | 4. GIAMMARCO PALMIERI (1) | 5. GIOVANNI CRISANTI (1) | 6. LORENZO MARINONE (1) | 7. MARIANO ANGELUCCI (1) | 8. OLIMPIA TROILI (1) | 9. SABRINA ALFONSI (1) | 10. STEFANO MARONGIU (1),comune_2021
2440,71,0.2600732600732601,1. GIOVANNI CRISANTI (7) | 2. FABRIZIO RUFO (5) | 3. SABRINA ALFONSI (4) | 4. ERICA BATTAGLIA (3) | 5. FLAVIA RESTIVO (2) | 6. MAURIZIO VELOCCIA (2) | 7. STEFANO MARONGIU (2) | 8. GIOVANNI ZANNOLA (1) | 9. MARIANO ANGELUCCI (1) | 10. VALERIA BAGLIO (1),comune_2021
2441,64,0.19631901840490798,1. FABRIZIO RUFO (16) | 2. ERICA BATTAGLIA (7) | 3. SABRINA ALFONSI (5) | 4. GIULIA TEMPESTA (3) | 5. MAURIZIO VELOCCIA (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. FLAVIA RESTIVO (1) | 9. GIOVANNI CRISANTI (1) | 10. SVETLANA CELLI (1),comune_2021
2442,41,0.21354166666666666,1. FABRIZIO RUFO (16) | 2. ERICA BATTAGLIA (11) | 3. SABRINA ALFONSI (3) | 4. MAURIZIO VELOCCIA (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONELLA MELITO (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. CLAUDIA PAPPATA' (1) | 10. GIAMMARCO PALMIERI (1),comune_2021
2443,63,0.2179930795847751,1. GIOVANNI CRISANTI (7) | 2. FLAVIA RESTIVO (6) | 3. ERICA BATTAGLIA (3) | 4. SABRINA ALFONSI (3) | 5. ANTONELLA MELITO (2) | 6. FABRIZIO RUFO (2) | 7. ILARIA PICCOLO (2) | 8. LORENZO MARINONE (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. ALESSANDRO LEPIDINI (1),comune_2021
2444,68,0.27755102040816326,1. FABRIZIO RUFO (29) | 2. ERICA BATTAGLIA (10) | 3. SABRINA ALFONSI (5) | 4. GIOVANNI CRISANTI (3) | 5. FLAVIA RESTIVO (2) | 6. DANIELE PARRUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. UBALDO RIGHETTI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2445,49,0.19367588932806323,1. ERICA BATTAGLIA (7) | 2. FABRIZIO RUFO (5) | 3. YURI TROMBETTI (5) | 4. SABRINA ALFONSI (2) | 5. GIULIA TEMPESTA (1) | 6. RICCARDO CORBUCCI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
2446,28,0.125,1. FABRIZIO RUFO (4) | 2. ERICA BATTAGLIA (1) | 3. GIOVANNI CRISANTI (1) | 4. SABRINA ALFONSI (1) | 5. YURI TROMBETTI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
2447,60,0.22388059701492538,1. FABRIZIO RUFO (19) | 2. ERICA BATTAGLIA (12) | 3. SABRINA ALFONSI (3) | 4. GIOVANNI CRISANTI (2) | 5. MAURIZIO VELOCCIA (2) | 6. SVETLANA CELLI (2) | 7. PIERO SANDULLI (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2448,61,0.25,1. FABRIZIO RUFO (23) | 2. ERICA BATTAGLIA (13) | 3. GIOVANNI CRISANTI (4) | 4. SABRINA ALFONSI (3) | 5. ANTONELLA MELITO (2) | 6. VALERIA BAGLIO (2) | 7. GIULIA TEMPESTA (1) | 8. RICCARDO CORBUCCI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2449,40,0.16129032258064516,1. FABRIZIO RUFO (10) | 2. ERICA BATTAGLIA (8) | 3. GIOVANNI CRISANTI (3) | 4. GIULIA TEMPESTA (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. NELLA CONVERTI (1) | 7. STEFANO MARONGIU (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2450,54,0.16822429906542055,1. FABRIZIO RUFO (4) | 2. GIOVANNI CRISANTI (3) | 3. ERICA BATTAGLIA (2) | 4. CLAUDIA PAPPATA' (1) | 5. CLAUDIO PARAVATI (1) | 6. GIAMMARCO PALMIERI (1) | 7. LORENZO MARINONE (1) | 8. PIERO SANDULLI (1) | 9. SVETLANA CELLI (1) | 10. UBALDO RIGHETTI (1),comune_2021
2451,80,0.21978021978021978,1. GIOVANNI CRISANTI (9) | 2. FABRIZIO RUFO (5) | 3. ERICA BATTAGLIA (3) | 4. SABRINA ALFONSI (3) | 5. YURI TROMBETTI (3) | 6. MAURIZIO VELOCCIA (2) | 7. ANTONIO STAMPETE (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. CRISTINA MICHETELLI (1) | 10. FLAVIA RESTIVO (1),comune_2021
2452,66,0.1853932584269663,1. FABRIZIO RUFO (4) | 2. SABRINA ALFONSI (4) | 3. ANTONIO CIANCIO (3) | 4. GIOVANNI CRISANTI (3) | 5. MAURIZIO VELOCCIA (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. ERICA BATTAGLIA (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. ALESSANDRO LEPIDINI (1) | 10. ANDREA ALEMANNI (1),comune_2021
2453,44,0.16296296296296298,1. ANDREA ALEMANNI (2) | 2. FABRIZIO RUFO (2) | 3. GIOVANNI ZANNOLA (2) | 4. MARIANO ANGELUCCI (2) | 5. SABRINA ALFONSI (2) | 6. SVETLANA CELLI (2) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. ERICA BATTAGLIA (1) | 9. GIOVANNI CRISANTI (1) | 10. LORENZO MARINONE (1),comune_2021
2454,53,0.18596491228070175,1. GIOVANNI CRISANTI (10) | 2. MAURIZIO VELOCCIA (4) | 3. SABRINA ALFONSI (3) | 4. ANTONELLA MELITO (2) | 5. OLIMPIA TROILI (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. ERICA BATTAGLIA (1) | 8. FABRIZIO RUFO (1) | 9. GIOVANNI ZANNOLA (1) | 10. GIULIA TEMPESTA (1),comune_2021
2455,42,0.11081794195250659,1. GIOVANNI CRISANTI (9) | 2. CARLA CONSUELO FERMARIELLO (6) | 3. YURI TROMBETTI (3) | 4. SABRINA ALFONSI (2) | 5. FABRIZIO RUFO (1) | 6. GIAMMARCO PALMIERI (1) | 7. GIULIA TEMPESTA (1) | 8. VALERIA BAGLIO (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
2456,26,0.12560386473429952,1. LORENZO MARINONE (3) | 2. ERICA BATTAGLIA (2) | 3. GIOVANNI CRISANTI (2) | 4. MAURIZIO VELOCCIA (2) | 5. SABRINA ALFONSI (2) | 6. ANDREA ALEMANNI (1) | 7. CRISTINA MICHETELLI (1) | 8. FLAVIA RESTIVO (1) | 9. SVETLANA CELLI (1) | 10. YURI TROMBETTI (1),comune_2021
2457,40,0.14760147601476015,1. GIOVANNI CRISANTI (9) | 2. OLIMPIA TROILI (4) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. YURI TROMBETTI (2) | 5. FLAVIA RESTIVO (1) | 6. GIAMMARCO PALMIERI (1) | 7. GIULIA TEMPESTA (1) | 8. ILARIA PICCOLO (1) | 9. RICCARDO CORBUCCI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
2458,69,0.1977077363896848,1. GIOVANNI CRISANTI (13) | 2. CARLA CONSUELO FERMARIELLO (3) | 3. ILARIA PICCOLO (3) | 4. CRISTINA MICHETELLI (2) | 5. GIOVANNI ZANNOLA (2) | 6. JULIAN COLABELLO (2) | 7. ANDREA ALEMANNI (1) | 8. GIULIA TEMPESTA (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. VALERIA BAGLIO (1),comune_2021
2459,48,0.1811320754716981,1. GIOVANNI CRISANTI (5) | 2. ALESSANDRO LEPIDINI (2) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. ANDREA ALEMANNI (1) | 5. PIERO SANDULLI (1) | 6. RICCARDO CORBUCCI (1) | 7. STEFANO MARONGIU (1) | 8. SVETLANA CELLI (1) | 9. YIFAN LIN (1) | 10. ANTONELLA MELITO (0),comune_2021
2460,58,0.15934065934065933,1. SABRINA ALFONSI (5) | 2. FABRIZIO RUFO (3) | 3. GIOVANNI CRISANTI (3) | 4. LORENZO MARINONE (3) | 5. MAURIZIO VELOCCIA (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. ERICA BATTAGLIA (2) | 8. ILARIA PICCOLO (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. ANDREA ALEMANNI (1),comune_2021
2461,35,0.109375,1. ANDREA ALEMANNI (5) | 2. ILARIA PICCOLO (3) | 3. SVETLANA CELLI (3) | 4. UBALDO RIGHETTI (3) | 5. MAURIZIO VELOCCIA (2) | 6. SABRINA ALFONSI (2) | 7. ANTONELLA MELITO (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. CLAUDIO PARAVATI (1) | 10. FABRIZIO RUFO (1),comune_2021
2462,61,0.16094986807387862,1. GIOVANNI CRISANTI (9) | 2. PIERO SANDULLI (5) | 3. SABRINA ALFONSI (4) | 4. SVETLANA CELLI (4) | 5. ANDREA ALEMANNI (2) | 6. ERICA BATTAGLIA (2) | 7. UBALDO RIGHETTI (2) | 8. MAURIZIO VELOCCIA (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. VALERIA BAGLIO (1),comune_2021
2463,54,0.17088607594936708,1. GIOVANNI CRISANTI (14) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. SABRINA ALFONSI (4) | 4. JULIAN COLABELLO (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. ANDREA ALEMANNI (1) | 7. ERICA BATTAGLIA (1) | 8. FABRIZIO RUFO (1) | 9. MAURIZIO VELOCCIA (1) | 10. SVETLANA CELLI (1),comune_2021
2464,64,0.1588089330024814,1. GIOVANNI CRISANTI (14) | 2. CRISTINA MICHETELLI (5) | 3. PIETRO VITTORIO BARBIERI (4) | 4. DARIO MARCUCCI (3) | 5. ILARIA PICCOLO (3) | 6. ANTONELLA MELITO (2) | 7. CARLA CONSUELO FERMARIELLO (2) | 8. GIULIA TEMPESTA (2) | 9. LORENZO MARINONE (2) | 10. PIERO SANDULLI (2),comune_2021
2465,42,0.12352941176470589,1. GIOVANNI CRISANTI (4) | 2. ANTONELLA MELITO (2) | 3. NELLA CONVERTI (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. CRISTINA MICHETELLI (1) | 6. FABRIZIO RUFO (1) | 7. FLAVIA RESTIVO (1) | 8. GIULIA TEMPESTA (1) | 9. JULIAN COLABELLO (1) | 10. LORENZO MARINONE (1),comune_2021
2466,63,0.14617169373549885,1. GIOVANNI CRISANTI (4) | 2. MAURIZIO VELOCCIA (4) | 3. SABRINA ALFONSI (4) | 4. CLAUDIA PAPPATA' (2) | 5. CLAUDIO PARAVATI (2) | 6. JULIAN COLABELLO (2) | 7. ERICA BATTAGLIA (1) | 8. PIETRO VITTORIO BARBIERI (1) | 9. ROCCO STELITANO (1) | 10. STEFANO MARONGIU (1),comune_2021
2467,37,0.13602941176470587,1. ERICA BATTAGLIA (2) | 2. VALERIA BAGLIO (2) | 3. ANDREA ALEMANNI (1) | 4. MARCO ROSSI (1) | 5. MAURIZIO VELOCCIA (1) | 6. YURI TROMBETTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
2468,51,0.13821138211382114,1. ANTONELLA MELITO (2) | 2. ERICA BATTAGLIA (2) | 3. MAURIZIO VELOCCIA (2) | 4. ANTONIO STAMPETE (1) | 5. CRISTINA MICHETELLI (1) | 6. GIOVANNI CRISANTI (1) | 7. JULIAN COLABELLO (1) | 8. MARIANO ANGELUCCI (1) | 9. MONICA MORICONI (1) | 10. NELLA CONVERTI (1),comune_2021
2469,36,0.125,1. CLAUDIA PAPPATA' (4) | 2. DANIELE PARRUCCI (4) | 3. ANDREA ALEMANNI (2) | 4. ANTONELLA MELITO (2) | 5. MASSIMO DE SIMONI (2) | 6. NELLA CONVERTI (2) | 7. SVETLANA CELLI (2) | 8. ILARIA PICCOLO (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONIO CIANCIO (0),comune_2021
2470,48,0.08304498269896193,1. ERICA BATTAGLIA (3) | 2. ANDREA ALEMANNI (2) | 3. MASSIMO DE SIMONI (2) | 4. MAURIZIO VELOCCIA (2) | 5. SABRINA ALFONSI (2) | 6. DANIELE PARRUCCI (1) | 7. GIAMMARCO PALMIERI (1) | 8. GIOVANNI CRISANTI (1) | 9. JULIAN COLABELLO (1) | 10. NELLA CONVERTI (1),comune_2021
2471,50,0.1362397820163488,1. GIOVANNI CRISANTI (8) | 2. ERICA BATTAGLIA (6) | 3. PIERO SANDULLI (4) | 4. SABRINA ALFONSI (3) | 5. FABRIZIO RUFO (2) | 6. LORENZO MARINONE (2) | 7. NELLA CONVERTI (2) | 8. STEFANO MARONGIU (2) | 9. ANDREA ALEMANNI (1) | 10. CLAUDIA PAPPATA' (1),comune_2021
