SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
473,41,0.12852664576802508,1. GIAMMARCO PALMIERI (12) | 2. CRISTINA MICHETELLI (3) | 3. ERICA BATTAGLIA (3) | 4. CLAUDIA PAPPATA' (2) | 5. MASSIMO DE SIMONI (1) | 6. NELLA CONVERTI (1) | 7. ROCCO STELITANO (1) | 8. SVETLANA CELLI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
474,92,0.26666666666666666,1. ALESSANDRO LEPIDINI (23) | 2. VALERIA BAGLIO (7) | 3. SVETLANA CELLI (5) | 4. ERICA BATTAGLIA (4) | 5. ANDREA ALEMANNI (3) | 6. CLAUDIA PAPPATA' (3) | 7. MASSIMO DE SIMONI (2) | 8. NELLA CONVERTI (2) | 9. ANTONIO STAMPETE (1) | 10. FABRIZIO RUFO (1),comune_2021
475,121,0.20268006700167504,1. GIAMMARCO PALMIERI (18) | 2. CLAUDIA PAPPATA' (7) | 3. VALERIA BAGLIO (5) | 4. SABRINA ALFONSI (3) | 5. ANTONELLA MELITO (2) | 6. MAURIZIO VELOCCIA (2) | 7. STEFANO MARONGIU (2) | 8. YURI TROMBETTI (2) | 9. CARLA CONSUELO FERMARIELLO (1) | 10. MONICA MORICONI (1),comune_2021
476,37,0.1712962962962963,1. GIAMMARCO PALMIERI (4) | 2. MARIANO ANGELUCCI (3) | 3. PIETRO VITTORIO BARBIERI (2) | 4. CLAUDIA PAPPATA' (1) | 5. CLAUDIO PARAVATI (1) | 6. GIOVANNI ZANNOLA (1) | 7. ILARIA PICCOLO (1) | 8. JULIAN COLABELLO (1) | 9. SVETLANA CELLI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
477,38,0.10026385224274406,1. GIAMMARCO PALMIERI (5) | 2. MAURIZIO VELOCCIA (4) | 3. ERICA BATTAGLIA (3) | 4. GIULIA TEMPESTA (3) | 5. SABRINA ALFONSI (3) | 6. SVETLANA CELLI (3) | 7. EDMOND GODO (2) | 8. NELLA CONVERTI (2) | 9. OLIMPIA TROILI (2) | 10. YURI TROMBETTI (2),comune_2021
478,105,0.2511961722488038,1. GIAMMARCO PALMIERI (13) | 2. CLAUDIA PAPPATA' (7) | 3. DANIELE PARRUCCI (2) | 4. GIOVANNI ZANNOLA (2) | 5. PIERO SANDULLI (2) | 6. UBALDO RIGHETTI (2) | 7. ANDREA ALEMANNI (1) | 8. ANTONELLA MELITO (1) | 9. ERICA BATTAGLIA (1) | 10. FLAVIA RESTIVO (1),comune_2021
479,64,0.19937694704049844,1. MONICA MORICONI (4) | 2. PIERO SANDULLI (4) | 3. GIAMMARCO PALMIERI (3) | 4. CLAUDIA PAPPATA' (2) | 5. DANIELE PARRUCCI (2) | 6. DARIO MARCUCCI (2) | 7. MARIANO ANGELUCCI (2) | 8. ERICA BATTAGLIA (1) | 9. ILARIA PICCOLO (1) | 10. NELLA CONVERTI (1),comune_2021
480,59,0.1634349030470914,1. ANDREA ALEMANNI (4) | 2. CLAUDIA PAPPATA' (4) | 3. MAURIZIO VELOCCIA (4) | 4. SABRINA ALFONSI (4) | 5. GIAMMARCO PALMIERI (3) | 6. MARIANO ANGELUCCI (3) | 7. GIULIA TEMPESTA (2) | 8. OLIMPIA TROILI (2) | 9. CLAUDIO PARAVATI (1) | 10. LORENZO MARINONE (1),comune_2021
481,65,0.1780821917808219,1. ERICA BATTAGLIA (5) | 2. MAURIZIO VELOCCIA (5) | 3. GIAMMARCO PALMIERI (4) | 4. ANDREA ALEMANNI (2) | 5. CARLA CONSUELO FERMARIELLO (2) | 6. DARIO MARCUCCI (2) | 7. SABRINA ALFONSI (2) | 8. DANIELE PARRUCCI (1) | 9. MARIANO ANGELUCCI (1) | 10. MASSIMO DE SIMONI (1),comune_2021
482,50,0.16778523489932887,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. ANDREA ALEMANNI (2) | 4. STEFANO MARONGIU (2) | 5. SVETLANA CELLI (2) | 6. ANTONIO STAMPETE (1) | 7. MARIANO ANGELUCCI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
483,69,0.1725,1. ANDREA ALEMANNI (5) | 2. CRISTINA MICHETELLI (4) | 3. SVETLANA CELLI (4) | 4. SABRINA ALFONSI (3) | 5. GIAMMARCO PALMIERI (2) | 6. GIOVANNI ZANNOLA (2) | 7. MAURIZIO VELOCCIA (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. YURI TROMBETTI (2) | 10. ANTONIO CIANCIO (1),comune_2021
484,59,0.14640198511166252,1. GIAMMARCO PALMIERI (5) | 2. ANDREA ALEMANNI (4) | 3. SVETLANA CELLI (4) | 4. ANTONIO CIANCIO (3) | 5. CLAUDIA PAPPATA' (3) | 6. ROCCO STELITANO (3) | 7. GIULIA TEMPESTA (2) | 8. MAURIZIO VELOCCIA (2) | 9. NELLA CONVERTI (2) | 10. SABRINA ALFONSI (2),comune_2021
485,65,0.16927083333333334,1. ERICA BATTAGLIA (4) | 2. GIAMMARCO PALMIERI (4) | 3. SABRINA ALFONSI (4) | 4. CLAUDIA PAPPATA' (3) | 5. OLIMPIA TROILI (3) | 6. DARIO MARCUCCI (2) | 7. GIOVANNI CRISANTI (2) | 8. LORENZO MARINONE (2) | 9. MAURIZIO VELOCCIA (2) | 10. MONICA MORICONI (2),comune_2021
486,51,0.1457142857142857,1. GIAMMARCO PALMIERI (5) | 2. ANDREA ALEMANNI (2) | 3. CLAUDIA PAPPATA' (2) | 4. ERICA BATTAGLIA (2) | 5. MAURIZIO VELOCCIA (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. DANIELE PARRUCCI (1) | 8. FABRIZIO RUFO (1) | 9. NELLA CONVERTI (1) | 10. ROCCO STELITANO (1),comune_2021
487,46,0.13609467455621302,1. CLAUDIO PARAVATI (2) | 2. MAURIZIO VELOCCIA (2) | 3. CLAUDIA PAPPATA' (1) | 4. ERICA BATTAGLIA (1) | 5. FABRIZIO RUFO (1) | 6. FLAVIA RESTIVO (1) | 7. GIAMMARCO PALMIERI (1) | 8. GIULIA TEMPESTA (1) | 9. ILARIA PICCOLO (1) | 10. PIETRO VITTORIO BARBIERI (1),comune_2021
488,40,0.10810810810810811,1. YIFAN LIN (3) | 2. MAURIZIO VELOCCIA (2) | 3. SABRINA ALFONSI (2) | 4. UBALDO RIGHETTI (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONELLA MELITO (1) | 7. OLIMPIA TROILI (1) | 8. PIERO SANDULLI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONIO CIANCIO (0),comune_2021
489,36,0.1348314606741573,1. NELLA CONVERTI (3) | 2. ANDREA ALEMANNI (1) | 3. ANTONIO STAMPETE (1) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. CLAUDIA PAPPATA' (1) | 6. FLAVIA RESTIVO (1) | 7. GIAMMARCO PALMIERI (1) | 8. MAURIZIO VELOCCIA (1) | 9. ROCCO STELITANO (1) | 10. SVETLANA CELLI (1),comune_2021
490,30,0.1271186440677966,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
491,59,0.11238095238095239,1. GIAMMARCO PALMIERI (3) | 2. MARIANO ANGELUCCI (3) | 3. ANDREA ALEMANNI (2) | 4. CLAUDIA PAPPATA' (2) | 5. CRISTINA MICHETELLI (2) | 6. GIOVANNI ZANNOLA (2) | 7. SVETLANA CELLI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
492,70,0.15283842794759825,1. SABRINA ALFONSI (5) | 2. MAURIZIO VELOCCIA (4) | 3. ANDREA ALEMANNI (3) | 4. ERICA BATTAGLIA (2) | 5. SVETLANA CELLI (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. CLAUDIA PAPPATA' (1) | 8. DANIELE PARRUCCI (1) | 9. GIAMMARCO PALMIERI (1) | 10. ILARIA PICCOLO (1),comune_2021
493,43,0.12427745664739884,1. ERICA BATTAGLIA (3) | 2. PIETRO VITTORIO BARBIERI (3) | 3. SVETLANA CELLI (3) | 4. YURI TROMBETTI (3) | 5. ANDREA ALEMANNI (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. GIAMMARCO PALMIERI (1) | 8. ILARIA PICCOLO (1) | 9. MONICA MORICONI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
494,90,0.189873417721519,1. GIAMMARCO PALMIERI (4) | 2. CLAUDIA PAPPATA' (3) | 3. SABRINA ALFONSI (3) | 4. UBALDO RIGHETTI (3) | 5. CARLA CONSUELO FERMARIELLO (2) | 6. ERICA BATTAGLIA (2) | 7. OLIMPIA TROILI (2) | 8. ROCCO STELITANO (2) | 9. YURI TROMBETTI (2) | 10. CLAUDIO PARAVATI (1),comune_2021
495,49,0.12827225130890052,1. MARIANO ANGELUCCI (5) | 2. GIULIA TEMPESTA (4) | 3. SABRINA ALFONSI (4) | 4. GIAMMARCO PALMIERI (3) | 5. MAURIZIO VELOCCIA (3) | 6. NELLA CONVERTI (2) | 7. YURI TROMBETTI (2) | 8. ANDREA ALEMANNI (1) | 9. ANTONELLA MELITO (1) | 10. ANTONIO STAMPETE (1),comune_2021
496,71,0.16784869976359337,1. ANTONIO STAMPETE (8) | 2. GIAMMARCO PALMIERI (8) | 3. ERICA BATTAGLIA (4) | 4. ANDREA ALEMANNI (3) | 5. CRISTINA MICHETELLI (2) | 6. DANIELE PARRUCCI (2) | 7. GIULIA TEMPESTA (1) | 8. MAURIZIO VELOCCIA (1) | 9. NELLA CONVERTI (1) | 10. PIETRO VITTORIO BARBIERI (1),comune_2021
497,70,0.14084507042253522,1. GIAMMARCO PALMIERI (10) | 2. VALERIA BAGLIO (3) | 3. MARIANO ANGELUCCI (2) | 4. SABRINA ALFONSI (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. CLAUDIA PAPPATA' (1) | 9. MASSIMO DE SIMONI (1) | 10. NELLA CONVERTI (1),comune_2021
498,63,0.14285714285714285,1. MARIANO ANGELUCCI (9) | 2. MAURIZIO VELOCCIA (8) | 3. GIORGIO MEZZAPESA (5) | 4. NELLA CONVERTI (5) | 5. STEFANO MARONGIU (3) | 6. SABRINA ALFONSI (2) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
499,50,0.1519756838905775,1. CARLA CONSUELO FERMARIELLO (3) | 2. ANDREA ALEMANNI (2) | 3. SVETLANA CELLI (2) | 4. ANTONELLA MELITO (1) | 5. DARIO MARCUCCI (1) | 6. FABRIZIO RUFO (1) | 7. MAURIZIO VELOCCIA (1) | 8. SABRINA ALFONSI (1) | 9. UBALDO RIGHETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
500,49,0.12280701754385964,1. ANTONIO STAMPETE (3) | 2. ALESSANDRO LEPIDINI (1) | 3. CLAUDIA PAPPATA' (1) | 4. DANIELE PARRUCCI (1) | 5. GIAMMARCO PALMIERI (1) | 6. GIOVANNI ZANNOLA (1) | 7. GIULIA TEMPESTA (1) | 8. NELLA CONVERTI (1) | 9. OLIMPIA TROILI (1) | 10. SABRINA ALFONSI (1),comune_2021
501,35,0.10263929618768329,1. MARIANO ANGELUCCI (2) | 2. PIETRO VITTORIO BARBIERI (2) | 3. STEFANO MARONGIU (2) | 4. SVETLANA CELLI (2) | 5. VALERIA BAGLIO (2) | 6. ANDREA ALEMANNI (1) | 7. CLAUDIA PAPPATA' (1) | 8. FLAVIA RESTIVO (1) | 9. ILARIA PICCOLO (1) | 10. NELLA CONVERTI (1),comune_2021
502,83,0.18322295805739514,1. OLIMPIA TROILI (13) | 2. YURI TROMBETTI (13) | 3. CRISTINA MICHETELLI (4) | 4. ERICA BATTAGLIA (3) | 5. MASSIMO DE SIMONI (3) | 6. ANTONIO STAMPETE (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. CLAUDIA PAPPATA' (1) | 9. CLAUDIO PARAVATI (1) | 10. GIULIA TEMPESTA (1),comune_2021
503,62,0.1493975903614458,1. OLIMPIA TROILI (4) | 2. PIETRO VITTORIO BARBIERI (3) | 3. FABRIZIO RUFO (2) | 4. MASSIMO DE SIMONI (2) | 5. ALESSANDRO LEPIDINI (1) | 6. ANTONIO STAMPETE (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. DARIO MARCUCCI (1) | 9. GIAMMARCO PALMIERI (1) | 10. ILARIA PICCOLO (1),comune_2021
504,46,0.1295774647887324,1. CRISTINA MICHETELLI (4) | 2. ANDREA ALEMANNI (3) | 3. ANTONELLA MELITO (3) | 4. SABRINA ALFONSI (2) | 5. SVETLANA CELLI (2) | 6. YURI TROMBETTI (2) | 7. DARIO MARCUCCI (1) | 8. GIAMMARCO PALMIERI (1) | 9. OLIMPIA TROILI (1) | 10. STEFANO MARONGIU (1),comune_2021
505,87,0.19594594594594594,1. OLIMPIA TROILI (9) | 2. GIAMMARCO PALMIERI (8) | 3. PIETRO VITTORIO BARBIERI (5) | 4. ERICA BATTAGLIA (3) | 5. NELLA CONVERTI (3) | 6. YIFAN LIN (3) | 7. ANDREA ALEMANNI (1) | 8. ANTONIO CIANCIO (1) | 9. CLAUDIA PAPPATA' (1) | 10. CLAUDIO PARAVATI (1),comune_2021
506,33,0.09939759036144578,1. GIAMMARCO PALMIERI (4) | 2. ANDREA ALEMANNI (2) | 3. CLAUDIA PAPPATA' (2) | 4. ANTONIO STAMPETE (1) | 5. ERICA BATTAGLIA (1) | 6. MARIANO ANGELUCCI (1) | 7. VALERIA BAGLIO (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
507,26,0.08666666666666667,1. ANTONIO STAMPETE (3) | 2. CLAUDIA PAPPATA' (1) | 3. CLAUDIO PARAVATI (1) | 4. GIAMMARCO PALMIERI (1) | 5. MASSIMO DE SIMONI (1) | 6. NELLA CONVERTI (1) | 7. OLIMPIA TROILI (1) | 8. SVETLANA CELLI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
508,79,0.18544600938967137,1. YURI TROMBETTI (4) | 2. GIAMMARCO PALMIERI (3) | 3. ERICA BATTAGLIA (2) | 4. GIOVANNI ZANNOLA (2) | 5. MAURIZIO VELOCCIA (2) | 6. ANTONELLA MELITO (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. GIORGIO RAFFAELE CALVI (1) | 9. MARIANO ANGELUCCI (1) | 10. SABRINA ALFONSI (1),comune_2021
509,76,0.17002237136465326,1. MASSIMO DE SIMONI (4) | 2. CLAUDIA PAPPATA' (2) | 3. CRISTINA MICHETELLI (2) | 4. GIAMMARCO PALMIERI (2) | 5. MARCO ROSSI (2) | 6. MARIANO ANGELUCCI (2) | 7. NELLA CONVERTI (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. ALESSANDRO LEPIDINI (1) | 10. ANTONELLA MELITO (1),comune_2021
510,29,0.08262108262108261,1. SVETLANA CELLI (6) | 2. ANDREA ALEMANNI (4) | 3. NELLA CONVERTI (4) | 4. DARIO MARCUCCI (3) | 5. MONICA MORICONI (3) | 6. ROCCO STELITANO (3) | 7. GIORGIO RAFFAELE CALVI (1) | 8. MARIANO ANGELUCCI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
511,66,0.15137614678899083,1. MARIANO ANGELUCCI (4) | 2. CRISTINA MICHETELLI (2) | 3. GIAMMARCO PALMIERI (2) | 4. MASSIMO DE SIMONI (2) | 5. MAURIZIO VELOCCIA (2) | 6. NELLA CONVERTI (2) | 7. ANTONIO STAMPETE (1) | 8. CLAUDIA PAPPATA' (1) | 9. CLAUDIO PARAVATI (1) | 10. DARIO MARCUCCI (1),comune_2021
512,56,0.11155378486055777,1. MARIANO ANGELUCCI (3) | 2. DANIELE PARRUCCI (2) | 3. ANTONIO STAMPETE (1) | 4. CLAUDIA PAPPATA' (1) | 5. ERICA BATTAGLIA (1) | 6. GIAMMARCO PALMIERI (1) | 7. GIOVANNI CRISANTI (1) | 8. MAURIZIO VELOCCIA (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
513,127,0.28475336322869954,1. MAURIZIO VELOCCIA (60) | 2. SABRINA ALFONSI (16) | 3. SVETLANA CELLI (2) | 4. ALESSANDRO LEPIDINI (1) | 5. ANDREA ALEMANNI (1) | 6. ANTONELLA MELITO (1) | 7. ANTONIO STAMPETE (1) | 8. DARIO MARCUCCI (1) | 9. ERICA BATTAGLIA (1) | 10. GIULIA TEMPESTA (1),comune_2021
514,51,0.13110539845758354,1. NELLA CONVERTI (2) | 2. VALERIA BAGLIO (2) | 3. CARLA CONSUELO FERMARIELLO (1) | 4. CRISTINA MICHETELLI (1) | 5. DANIELE PARRUCCI (1) | 6. FABRIZIO RUFO (1) | 7. MASSIMO DE SIMONI (1) | 8. OLIMPIA TROILI (1) | 9. QAMAR ZAMAN (1) | 10. UBALDO RIGHETTI (1),comune_2021
515,44,0.09482758620689655,1. GIAMMARCO PALMIERI (2) | 2. LORENZO MARINONE (2) | 3. MARIANO ANGELUCCI (1) | 4. MASSIMO DE SIMONI (1) | 5. NELLA CONVERTI (1) | 6. OLIMPIA TROILI (1) | 7. SVETLANA CELLI (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
516,46,0.12742382271468145,1. DANIELE PARRUCCI (3) | 2. CLAUDIA PAPPATA' (1) | 3. CRISTINA MICHETELLI (1) | 4. ERICA BATTAGLIA (1) | 5. GIAMMARCO PALMIERI (1) | 6. JULIAN COLABELLO (1) | 7. MARIANO ANGELUCCI (1) | 8. MASSIMO DE SIMONI (1) | 9. MAURIZIO VELOCCIA (1) | 10. NELLA CONVERTI (1),comune_2021
517,26,0.12037037037037036,1. GIAMMARCO PALMIERI (3) | 2. CRISTINA MICHETELLI (2) | 3. MAURIZIO VELOCCIA (2) | 4. SABRINA ALFONSI (2) | 5. ALESSANDRO LEPIDINI (0) | 6. ANDREA ALEMANNI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),comune_2021
518,33,0.14798206278026907,1. CRISTINA MICHETELLI (2) | 2. GIORGIO MEZZAPESA (2) | 3. CLAUDIA PAPPATA' (1) | 4. CLAUDIO PARAVATI (1) | 5. DANIELE PARRUCCI (1) | 6. GIAMMARCO PALMIERI (1) | 7. SABRINA ALFONSI (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
519,39,0.10209424083769633,1. CARLA CONSUELO FERMARIELLO (5) | 2. YURI TROMBETTI (4) | 3. MARIANO ANGELUCCI (3) | 4. MASSIMO DE SIMONI (3) | 5. SVETLANA CELLI (3) | 6. ANDREA ALEMANNI (2) | 7. MAURIZIO VELOCCIA (1) | 8. ROCCO STELITANO (1) | 9. SABRINA ALFONSI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
520,41,0.10432569974554708,1. ANTONIO CIANCIO (2) | 2. GIULIA TEMPESTA (2) | 3. NELLA CONVERTI (2) | 4. SABRINA ALFONSI (2) | 5. UBALDO RIGHETTI (2) | 6. ERICA BATTAGLIA (1) | 7. GIOVANNI CRISANTI (1) | 8. GIOVANNI ZANNOLA (1) | 9. Lucia Lidia GUZMAN (1) | 10. MAURIZIO VELOCCIA (1),comune_2021
521,45,0.09594882729211088,1. NELLA CONVERTI (4) | 2. DANIELE PARRUCCI (3) | 3. SVETLANA CELLI (3) | 4. ANTONIO STAMPETE (2) | 5. MASSIMO DE SIMONI (2) | 6. OLIMPIA TROILI (2) | 7. YURI TROMBETTI (2) | 8. MARIANO ANGELUCCI (1) | 9. MAURIZIO VELOCCIA (1) | 10. SABRINA ALFONSI (1),comune_2021
522,57,0.14285714285714285,1. ELEONORA GRIMALDI (3) | 2. MARIANO ANGELUCCI (2) | 3. ROCCO STELITANO (2) | 4. ANDREA ALEMANNI (1) | 5. ANTONIO STAMPETE (1) | 6. CLAUDIA PAPPATA' (1) | 7. GIAMMARCO PALMIERI (1) | 8. MAURIZIO VELOCCIA (1) | 9. SABRINA ALFONSI (1) | 10. SVETLANA CELLI (1),comune_2021
523,53,0.1879432624113475,1. ANDREA ALEMANNI (9) | 2. MARIANO ANGELUCCI (8) | 3. SVETLANA CELLI (8) | 4. CRISTINA MICHETELLI (2) | 5. MAURIZIO VELOCCIA (2) | 6. SABRINA ALFONSI (2) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. CLAUDIA PAPPATA' (1) | 9. ERICA BATTAGLIA (1) | 10. MASSIMO DE SIMONI (1),comune_2021
524,61,0.17579250720461095,1. DANIELE PARRUCCI (3) | 2. UBALDO RIGHETTI (3) | 3. ERICA BATTAGLIA (2) | 4. GIAMMARCO PALMIERI (2) | 5. MAURIZIO VELOCCIA (2) | 6. NELLA CONVERTI (2) | 7. OLIMPIA TROILI (2) | 8. SABRINA ALFONSI (2) | 9. ANTONIO CIANCIO (1) | 10. CARLA CONSUELO FERMARIELLO (1),comune_2021
525,53,0.165625,1. ERICA BATTAGLIA (5) | 2. GIAMMARCO PALMIERI (3) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. SABRINA ALFONSI (2) | 5. YURI TROMBETTI (2) | 6. ANTONELLA MELITO (1) | 7. GIOVANNI ZANNOLA (1) | 8. LORENZO MARINONE (1) | 9. MARCO ROSSI (1) | 10. MAURIZIO VELOCCIA (1),comune_2021
526,44,0.11859838274932614,1. GIAMMARCO PALMIERI (7) | 2. CLAUDIA PAPPATA' (4) | 3. ANTONIO STAMPETE (2) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. ERICA BATTAGLIA (2) | 6. GIULIA TEMPESTA (2) | 7. MARIANO ANGELUCCI (2) | 8. ANTONIO CIANCIO (1) | 9. LORENZO MARINONE (1) | 10. MASSIMO DE SIMONI (1),comune_2021
527,42,0.1337579617834395,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
528,56,0.15426997245179064,1. GIAMMARCO PALMIERI (5) | 2. DARIO MARCUCCI (2) | 3. NELLA CONVERTI (2) | 4. STEFANO MARONGIU (2) | 5. ERICA BATTAGLIA (1) | 6. MASSIMO DE SIMONI (1) | 7. MONICA MORICONI (1) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
529,66,0.17010309278350516,1. GIAMMARCO PALMIERI (6) | 2. CRISTINA MICHETELLI (4) | 3. NELLA CONVERTI (4) | 4. ANDREA ALEMANNI (2) | 5. CLAUDIA PAPPATA' (2) | 6. DARIO MARCUCCI (2) | 7. ERICA BATTAGLIA (2) | 8. GIOVANNI ZANNOLA (2) | 9. MAURIZIO VELOCCIA (2) | 10. MONICA MORICONI (2),comune_2021
530,31,0.10954063604240283,1. GIULIA TEMPESTA (4) | 2. MAURIZIO VELOCCIA (4) | 3. MARIANO ANGELUCCI (2) | 4. ANDREA ALEMANNI (1) | 5. CARLA CONSUELO FERMARIELLO (1) | 6. SABRINA ALFONSI (1) | 7. SVETLANA CELLI (1) | 8. YURI TROMBETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),comune_2021
531,60,0.14084507042253522,1. MAURIZIO VELOCCIA (5) | 2. SABRINA ALFONSI (5) | 3. GIAMMARCO PALMIERI (4) | 4. ELEONORA GRIMALDI (3) | 5. CARLA CONSUELO FERMARIELLO (1) | 6. CRISTINA MICHETELLI (1) | 7. NELLA CONVERTI (1) | 8. UBALDO RIGHETTI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
532,49,0.11502347417840375,1. DARIO MARCUCCI (2) | 2. ROCCO STELITANO (2) | 3. SVETLANA CELLI (2) | 4. ANDREA ALEMANNI (1) | 5. CLAUDIA PAPPATA' (1) | 6. CRISTINA MICHETELLI (1) | 7. GIAMMARCO PALMIERI (1) | 8. MONICA MORICONI (1) | 9. NELLA CONVERTI (1) | 10. YURI TROMBETTI (1),comune_2021
533,58,0.1380952380952381,1. UBALDO RIGHETTI (3) | 2. DANIELE PARRUCCI (2) | 3. GIAMMARCO PALMIERI (2) | 4. STEFANO MARONGIU (2) | 5. VALERIA BAGLIO (2) | 6. MARIANO ANGELUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. OLIMPIA TROILI (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. SABRINA ALFONSI (1),comune_2021
534,57,0.12364425162689804,1. SVETLANA CELLI (11) | 2. ANDREA ALEMANNI (6) | 3. GIAMMARCO PALMIERI (5) | 4. NELLA CONVERTI (5) | 5. DANIELE PARRUCCI (3) | 6. ERICA BATTAGLIA (2) | 7. MARIANO ANGELUCCI (2) | 8. OLIMPIA TROILI (2) | 9. ROCCO STELITANO (2) | 10. YURI TROMBETTI (2),comune_2021
535,63,0.15441176470588236,1. GIAMMARCO PALMIERI (6) | 2. ANDREA ALEMANNI (5) | 3. ERICA BATTAGLIA (5) | 4. NELLA CONVERTI (4) | 5. SVETLANA CELLI (4) | 6. DANIELE PARRUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. PIETRO VITTORIO BARBIERI (1) | 9. ROCCO STELITANO (1) | 10. SABRINA ALFONSI (1),comune_2021
536,78,0.16993464052287582,1. GIAMMARCO PALMIERI (7) | 2. GIULIA TEMPESTA (6) | 3. NELLA CONVERTI (3) | 4. RICCARDO CORBUCCI (3) | 5. CLAUDIA PAPPATA' (2) | 6. DANIELE PARRUCCI (2) | 7. ILARIA PICCOLO (2) | 8. MARIANO ANGELUCCI (2) | 9. STEFANO MARONGIU (2) | 10. SVETLANA CELLI (2),comune_2021
537,45,0.12968299711815562,1. MAURIZIO VELOCCIA (3) | 2. ANDREA ALEMANNI (2) | 3. ANTONIO STAMPETE (1) | 4. ERICA BATTAGLIA (1) | 5. ALESSANDRO LEPIDINI (0) | 6. ANTONELLA MELITO (0) | 7. ANTONIO CIANCIO (0) | 8. CARLA CONSUELO FERMARIELLO (0) | 9. CLAUDIA PAPPATA' (0) | 10. CLAUDIO PARAVATI (0),comune_2021
538,49,0.1346153846153846,1. ILARIA PICCOLO (3) | 2. PIETRO VITTORIO BARBIERI (3) | 3. YURI TROMBETTI (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. GIOVANNI ZANNOLA (1) | 6. NELLA CONVERTI (1) | 7. SABRINA ALFONSI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONELLA MELITO (0),comune_2021
