SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
95,96,0.24742268041237114,69,1. LORENZO SPIZZICHINO (5) | 2. ANTONIO COMITO (4) | 3. ROBERTO CASAMENTO (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. FEDERICA RAMPINI (2) | 6. FRANCESCO MANCINO (2) | 7. MARIA ANTONIETTA DEL MORO (2) | 8. NASTASSJA HABDANK (2) | 9. SIMONA SORTINO (2) | 10. LUIGI MAIO (1),27,1. MARIA CONCETTA ROMANO (10) | 2. ANNA LODESERTO (4) | 3. STEFANO SAMPAOLO (3) | 4. GIOVANNI RUOCCO (2) | 5. MATTEO ZOCCHI (2) | 6. CHRISTIAN RAIMO (1) | 7. FRANCESCA FARCHI (1) | 8. VALERIO BONANNI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
96,139,0.2725490196078431,105,1. ROBERTO CASAMENTO (18) | 2. NASTASSJA HABDANK (8) | 3. LORENZO SPIZZICHINO (7) | 4. PAOLA CAVALIERI (7) | 5. MATTEO PIETROSANTE (4) | 6. NICOLETTA FUNGHI (3) | 7. SIMONA SORTINO (2) | 8. ANTONIO COMITO (1) | 9. FILIPPO MARIA LAGUZZI (1) | 10. FRANCESCO MANCINO (1),34,1. MARIA CONCETTA ROMANO (9) | 2. CHRISTIAN RAIMO (6) | 3. FRANCESCA FARCHI (3) | 4. MARTINA TESTA (2) | 5. MATTEO ZOCCHI (2) | 6. STEFANO SAMPAOLO (2) | 7. GIOVANNI RUOCCO (1) | 8. ISABELLA BOARI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
97,137,0.28721174004192873,102,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (7) | 3. MATTEO PIETROSANTE (4) | 4. NASTASSJA HABDANK (4) | 5. MONICA MAGGI (2) | 6. GABRIELE MICHELI (1) | 7. LORENZO SPIZZICHINO (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. PAOLA CAVALIERI (1) | 10. ROBERTO CASAMENTO (1),35,1. CHRISTIAN RAIMO (9) | 2. STEFANO SAMPAOLO (5) | 3. FRANCESCA FARCHI (3) | 4. ALESSANDRO TADDEI (2) | 5. ANNA LODESERTO (2) | 6. GIULIA FERRARA (2) | 7. MARIA CONCETTA ROMANO (2) | 8. MARIA LUCIA CERABONA (1) | 9. MARTINA TESTA (1) | 10. MATTEO ZOCCHI (1),municipio3_2021
98,92,0.2658959537572254,69,1. LORENZO SPIZZICHINO (4) | 2. SIMONA RUSSO (4) | 3. ROBERTO CASAMENTO (3) | 4. CESARE ALFIDI (2) | 5. GABRIELE CARRADORI (2) | 6. LUIGI MAIO (2) | 7. MARIA TERESA ELLUL (2) | 8. MIRKO MANFRE' (2) | 9. NICOLETTA FUNGHI (2) | 10. PAOLA CAVALIERI (2),23,1. MATTEO ZOCCHI (9) | 2. MARIA CONCETTA ROMANO (7) | 3. CHRISTIAN RAIMO (2) | 4. STEFANO SAMPAOLO (2) | 5. CHIARA CENTAMORI (1) | 6. FRANCESCA FARCHI (1) | 7. MARIA LUCIA CERABONA (1) | 8. ORNELLA PUNZO (1) | 9. VALERIO BONANNI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
99,118,0.21611721611721613,93,1. NASTASSJA HABDANK (10) | 2. ROBERTO CASAMENTO (7) | 3. MATTEO PIETROSANTE (6) | 4. LUIGI MAIO (4) | 5. LORENZO SPIZZICHINO (3) | 6. ANTONIO COMITO (2) | 7. MONICA MAGGI (2) | 8. PAOLA CAVALIERI (2) | 9. SIMONA SORTINO (2) | 10. CESARE ALFIDI (1),25,1. MARTINA TESTA (5) | 2. MATTEO ZOCCHI (4) | 3. GIOVANNI RUOCCO (2) | 4. MARIA CONCETTA ROMANO (2) | 5. ORNELLA PUNZO (2) | 6. STEFANO SAMPAOLO (2) | 7. FRANCESCA FARCHI (1) | 8. GIULIA FERRARA (1) | 9. ISABELLA BOARI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
100,163,0.29475587703435807,128,1. MARIA ANTONIETTA DEL MORO (16) | 2. NASTASSJA HABDANK (8) | 3. FILIPPO MARIA LAGUZZI (5) | 4. LORENZO SPIZZICHINO (5) | 5. ROBERTO CASAMENTO (4) | 6. FEDERICA RAMPINI (3) | 7. MIRKO MANFRE' (3) | 8. PAOLA CAVALIERI (3) | 9. MATTEO PIETROSANTE (2) | 10. MONICA MAGGI (2),35,1. MARIA CONCETTA ROMANO (12) | 2. STEFANO SAMPAOLO (7) | 3. CHRISTIAN RAIMO (5) | 4. MATTEO ZOCCHI (3) | 5. ANTONIO FABRIZI (2) | 6. FRANCESCA FARCHI (2) | 7. MARTINA TESTA (2) | 8. ANNA LODESERTO (1) | 9. ISABELLA BOARI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
101,103,0.2562189054726368,66,1. FILIPPO MARIA LAGUZZI (7) | 2. NASTASSJA HABDANK (5) | 3. FEDERICA RAMPINI (3) | 4. ROBERTO CASAMENTO (3) | 5. LORENZO SPIZZICHINO (2) | 6. MARIA ANTONIETTA DEL MORO (2) | 7. MATTEO PIETROSANTE (2) | 8. SILVIA DE ROSA (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),37,1. MARIA CONCETTA ROMANO (5) | 2. CHRISTIAN RAIMO (4) | 3. GIOVANNI RUOCCO (3) | 4. MATTEO ZOCCHI (3) | 5. STEFANO SAMPAOLO (3) | 6. ANNA LODESERTO (2) | 7. CHIARA CALLINI (2) | 8. MARTINA TESTA (1) | 9. ORNELLA PUNZO (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
102,111,0.2215568862275449,84,1. LORENZO SPIZZICHINO (12) | 2. ANTONIO COMITO (8) | 3. PAOLA CAVALIERI (7) | 4. FEDERICA RAMPINI (6) | 5. ITALO DELLA BELLA (3) | 6. SIMONA SORTINO (3) | 7. CESARE ALFIDI (2) | 8. FILIPPO MARIA LAGUZZI (2) | 9. GABRIELE CARRADORI (2) | 10. LUIGI MAIO (2),27,1. CHRISTIAN RAIMO (3) | 2. MATTEO ZOCCHI (3) | 3. MARIA LUCIA CERABONA (2) | 4. ANTONIO FABRIZI (1) | 5. MARIA CONCETTA ROMANO (1) | 6. SERGIO ORSINI (1) | 7. STEFANO SAMPAOLO (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. CHIARA CALLINI (0),municipio3_2021
103,101,0.22444444444444445,81,1. FILIPPO MARIA LAGUZZI (5) | 2. NASTASSJA HABDANK (5) | 3. FEDERICA RAMPINI (4) | 4. PAOLA CAVALIERI (4) | 5. MARIA TERESA ELLUL (3) | 6. MATTEO PIETROSANTE (3) | 7. LORENZO SPIZZICHINO (2) | 8. ROBERTO CASAMENTO (2) | 9. CESARE ALFIDI (1) | 10. FRANCESCO MANCINO (1),20,1. CHRISTIAN RAIMO (11) | 2. CHIARA CALLINI (2) | 3. MARIA CONCETTA ROMANO (2) | 4. ANNA LODESERTO (1) | 5. ENRICA LEO (1) | 6. FRANCESCA FARCHI (1) | 7. GIULIA FERRARA (1) | 8. STEFANO SAMPAOLO (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
104,123,0.26282051282051283,94,1. PAOLA CAVALIERI (6) | 2. LORENZO SPIZZICHINO (4) | 3. MATTEO PIETROSANTE (4) | 4. NASTASSJA HABDANK (3) | 5. ORNELLA LOVELLO (3) | 6. FRANCESCO MANCINO (2) | 7. LUIGI MAIO (2) | 8. ANTONIO COMITO (1) | 9. CESARE ALFIDI (1) | 10. FEDERICA RAMPINI (1),29,1. STEFANO SAMPAOLO (11) | 2. MARIA CONCETTA ROMANO (7) | 3. MARIA ANTONIETTA DE VICO (4) | 4. ANTONIO FABRIZI (2) | 5. MATTEO ZOCCHI (2) | 6. CHRISTIAN RAIMO (1) | 7. MARTINA TESTA (1) | 8. VALERIO BONANNI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
105,89,0.21549636803874092,67,1. PAOLA CAVALIERI (5) | 2. CESARE ALFIDI (4) | 3. LORENZO SPIZZICHINO (4) | 4. ANTONIO COMITO (3) | 5. MARIA ANTONIETTA DEL MORO (3) | 6. NASTASSJA HABDANK (3) | 7. GABRIELE CARRADORI (2) | 8. MATTEO PIETROSANTE (2) | 9. ROBERTO CASAMENTO (2) | 10. FRANCESCO MANCINO (1),22,1. CHRISTIAN RAIMO (8) | 2. FRANCESCA FARCHI (4) | 3. CHIARA CALLINI (2) | 4. MARIA CONCETTA ROMANO (2) | 5. CHIARA CENTAMORI (1) | 6. STEFANO SAMPAOLO (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. ENRICA LEO (0),municipio3_2021
106,84,0.20437956204379562,72,1. LORENZO SPIZZICHINO (10) | 2. ROBERTO CASAMENTO (9) | 3. GABRIELE MICHELI (3) | 4. PAOLA CAVALIERI (2) | 5. FEDERICA RAMPINI (1) | 6. FILIPPO MARIA LAGUZZI (1) | 7. LUIGI MAIO (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. SIMONA RUSSO (1) | 10. ANTONIO COMITO (0),12,1. CHRISTIAN RAIMO (4) | 2. MARIA CONCETTA ROMANO (2) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
107,119,0.238,87,1. LORENZO SPIZZICHINO (6) | 2. FEDERICA RAMPINI (5) | 3. NASTASSJA HABDANK (4) | 4. ROBERTO CASAMENTO (4) | 5. FILIPPO MARIA LAGUZZI (3) | 6. MATTEO PIETROSANTE (3) | 7. ANTONIO COMITO (2) | 8. MARIA TERESA ELLUL (2) | 9. NICOLETTA FUNGHI (2) | 10. PAOLA CAVALIERI (2),32,1. MATTEO ZOCCHI (7) | 2. STEFANO SAMPAOLO (7) | 3. ANTONIO FABRIZI (5) | 4. FRANCESCA FARCHI (5) | 5. MARIA CONCETTA ROMANO (4) | 6. MARTINA TESTA (4) | 7. CHRISTIAN RAIMO (2) | 8. FRANCESCO LATRONICO (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
108,126,0.2597938144329897,107,1. ANTONIO COMITO (47) | 2. MATTEO PIETROSANTE (3) | 3. FEDERICA RAMPINI (1) | 4. FILIPPO MARIA LAGUZZI (1) | 5. LORENZO SPIZZICHINO (1) | 6. MARIA TERESA ELLUL (1) | 7. NICOLETTA FUNGHI (1) | 8. ROBERTO CASAMENTO (1) | 9. SIMONA RUSSO (1) | 10. CESARE ALFIDI (0),19,1. ALESSANDRO TADDEI (3) | 2. STEFANO SAMPAOLO (3) | 3. ANTONIO FABRIZI (2) | 4. MATTEO ZOCCHI (2) | 5. CHRISTIAN RAIMO (1) | 6. ISABELLA BOARI (1) | 7. ANNA LODESERTO (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
109,63,0.1880597014925373,47,1. NASTASSJA HABDANK (5) | 2. ITALO DELLA BELLA (4) | 3. NICOLETTA FUNGHI (3) | 4. ROBERTO CASAMENTO (3) | 5. GABRIELE CARRADORI (2) | 6. LORENZO SPIZZICHINO (2) | 7. MATTEO PIETROSANTE (2) | 8. PAOLA CAVALIERI (2) | 9. SIMONETTA ANACLERIO (2) | 10. FEDERICA RAMPINI (1),16,1. STEFANO SAMPAOLO (5) | 2. MARIA CONCETTA ROMANO (4) | 3. MATTEO ZOCCHI (3) | 4. CHRISTIAN RAIMO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
110,59,0.18849840255591055,49,1. GABRIELE CARRADORI (7) | 2. FILIPPO MARIA LAGUZZI (2) | 3. MONICA MAGGI (2) | 4. NICOLETTA FUNGHI (2) | 5. ORNELLA LOVELLO (2) | 6. FRANCESCO MANCINO (1) | 7. MARIA ANTONIETTA DEL MORO (1) | 8. MIRKO MANFRE' (1) | 9. NASTASSJA HABDANK (1) | 10. PAOLA CAVALIERI (1),10,1. MARIA LUCIA CERABONA (3) | 2. MATTEO ZOCCHI (2) | 3. ORNELLA PUNZO (1) | 4. ROSA FERRETTI (1) | 5. VALERIO BONANNI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
111,77,0.23765432098765432,65,1. SIMONA RUSSO (6) | 2. FILIPPO MARIA LAGUZZI (5) | 3. ANTONIO COMITO (4) | 4. NICOLETTA FUNGHI (4) | 5. GABRIELE CARRADORI (3) | 6. LORENZO SPIZZICHINO (3) | 7. MATTEO PIETROSANTE (3) | 8. MIRKO MANFRE' (3) | 9. PAOLA CAVALIERI (3) | 10. MARIA ANTONIETTA DEL MORO (2),12,1. CHIARA CENTAMORI (3) | 2. CHRISTIAN RAIMO (3) | 3. MATTEO ZOCCHI (3) | 4. MARIA CONCETTA ROMANO (2) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. ENRICA LEO (0),municipio3_2021
112,84,0.25766871165644173,58,1. FEDERICA RAMPINI (4) | 2. FILIPPO MARIA LAGUZZI (4) | 3. MONICA MAGGI (3) | 4. NASTASSJA HABDANK (3) | 5. PAOLA CAVALIERI (3) | 6. LUIGI MAIO (2) | 7. MATTEO PIETROSANTE (2) | 8. ANTONIO COMITO (1) | 9. LORENZO SPIZZICHINO (1) | 10. ORNELLA LOVELLO (1),26,1. CHRISTIAN RAIMO (12) | 2. MARIA CONCETTA ROMANO (6) | 3. ISABELLA BOARI (2) | 4. ANNA LODESERTO (1) | 5. GIOVANNI RUOCCO (1) | 6. MARIA CRISTINA PANI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
113,61,0.1918238993710692,48,1. FEDERICA RAMPINI (4) | 2. LORENZO SPIZZICHINO (3) | 3. ANTONIO COMITO (2) | 4. FILIPPO MARIA LAGUZZI (2) | 5. MATTEO PIETROSANTE (2) | 6. MONICA MAGGI (2) | 7. GABRIELE CARRADORI (1) | 8. MARIA TERESA ELLUL (1) | 9. NASTASSJA HABDANK (1) | 10. NICOLETTA FUNGHI (1),13,1. CHRISTIAN RAIMO (5) | 2. FRANCESCA FARCHI (3) | 3. STEFANO SAMPAOLO (2) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
114,120,0.22140221402214022,104,1. ANTONIO COMITO (6) | 2. CESARE ALFIDI (5) | 3. FILIPPO MARIA LAGUZZI (5) | 4. LUIGI MAIO (5) | 5. FEDERICA RAMPINI (4) | 6. NASTASSJA HABDANK (3) | 7. ORNELLA LOVELLO (3) | 8. PAOLA CAVALIERI (3) | 9. NICOLETTA FUNGHI (2) | 10. ROBERTO CASAMENTO (2),16,1. MATTEO ZOCCHI (3) | 2. CHRISTIAN RAIMO (2) | 3. ISABELLA BOARI (1) | 4. SILVIA LAZZARI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
115,77,0.18333333333333332,67,1. FILIPPO MARIA LAGUZZI (6) | 2. FEDERICA RAMPINI (5) | 3. MONICA MAGGI (5) | 4. ROBERTO CASAMENTO (4) | 5. SIMONA SORTINO (2) | 6. CESARE ALFIDI (1) | 7. LORENZO SPIZZICHINO (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. NICOLETTA FUNGHI (1),10,1. ANNA LODESERTO (2) | 2. MATTEO ZOCCHI (2) | 3. ALESSANDRO TADDEI (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
116,60,0.15306122448979592,44,1. GABRIELE CARRADORI (5) | 2. PAOLA CAVALIERI (5) | 3. ANTONIO COMITO (4) | 4. ROBERTO CASAMENTO (4) | 5. NICOLETTA FUNGHI (2) | 6. FILIPPO MARIA LAGUZZI (1) | 7. GABRIELE MICHELI (1) | 8. LORENZO SPIZZICHINO (1) | 9. MONICA MAGGI (1) | 10. NASTASSJA HABDANK (1),16,1. CHRISTIAN RAIMO (6) | 2. MARIA CONCETTA ROMANO (3) | 3. ALESSANDRO TADDEI (1) | 4. CHIARA CALLINI (1) | 5. CHIARA CENTAMORI (1) | 6. GIOVANNI RUOCCO (1) | 7. GIULIA FERRARA (1) | 8. MARIA CRISTINA PANI (1) | 9. MATTEO ZOCCHI (1) | 10. ANNA LODESERTO (0),municipio3_2021
117,73,0.19210526315789472,67,1. GABRIELE CARRADORI (6) | 2. NICOLETTA FUNGHI (5) | 3. ANTONIO COMITO (4) | 4. CESARE ALFIDI (1) | 5. FEDERICA RAMPINI (1) | 6. LORENZO SPIZZICHINO (1) | 7. LUIGI MAIO (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. MONICA MAGGI (1),6,1. FRANCESCA FARCHI (2) | 2. CHRISTIAN RAIMO (1) | 3. MARIA CONCETTA ROMANO (1) | 4. MATTEO ZOCCHI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
118,82,0.23976608187134502,68,1. GABRIELE CARRADORI (5) | 2. NASTASSJA HABDANK (5) | 3. NICOLETTA FUNGHI (5) | 4. MONICA MAGGI (4) | 5. ROBERTO CASAMENTO (3) | 6. ANTONIO COMITO (2) | 7. FILIPPO MARIA LAGUZZI (2) | 8. GABRIELE MICHELI (1) | 9. MATTEO PIETROSANTE (1) | 10. PAOLA CAVALIERI (1),14,1. MATTEO ZOCCHI (4) | 2. ANNA LODESERTO (2) | 3. CHIARA CALLINI (1) | 4. CHRISTIAN RAIMO (1) | 5. FRANCESCA FARCHI (1) | 6. GIOVANNI RUOCCO (1) | 7. MARIA CONCETTA ROMANO (1) | 8. STEFANO SAMPAOLO (1) | 9. VALERIO BONANNI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
119,74,0.2084507042253521,66,1. NASTASSJA HABDANK (4) | 2. ROBERTO CASAMENTO (3) | 3. FILIPPO MARIA LAGUZZI (2) | 4. GABRIELE CARRADORI (2) | 5. ITALO DELLA BELLA (2) | 6. LORENZO SPIZZICHINO (2) | 7. LUIGI MAIO (2) | 8. MARIA TERESA ELLUL (2) | 9. ANTONIO COMITO (1) | 10. GABRIELE MICHELI (1),8,1. CHIARA CALLINI (2) | 2. CHRISTIAN RAIMO (1) | 3. MATTEO ZOCCHI (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
207,118,0.24634655532359082,94,1. NASTASSJA HABDANK (5) | 2. FEDERICA RAMPINI (3) | 3. ITALO DELLA BELLA (3) | 4. PAOLA CAVALIERI (3) | 5. CESARE ALFIDI (2) | 6. MARIA ANTONIETTA DEL MORO (2) | 7. MATTEO PIETROSANTE (2) | 8. NICOLETTA FUNGHI (2) | 9. SIMONA RUSSO (2) | 10. SIMONA SORTINO (2),24,1. FRANCESCA FARCHI (4) | 2. MARTINA TESTA (4) | 3. CHRISTIAN RAIMO (3) | 4. MATTEO ZOCCHI (3) | 5. STEFANO SAMPAOLO (3) | 6. MARIA CONCETTA ROMANO (2) | 7. SILVIA LAZZARI (2) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
208,120,0.24742268041237114,100,1. FEDERICA RAMPINI (7) | 2. FILIPPO MARIA LAGUZZI (7) | 3. LUIGI MAIO (7) | 4. ANTONIO COMITO (6) | 5. MARIA ANTONIETTA DEL MORO (3) | 6. MATTEO PIETROSANTE (3) | 7. NASTASSJA HABDANK (3) | 8. NICOLETTA FUNGHI (2) | 9. GABRIELE CARRADORI (1) | 10. GABRIELE MICHELI (1),20,1. MARIA CONCETTA ROMANO (7) | 2. MATTEO ZOCCHI (4) | 3. CHRISTIAN RAIMO (2) | 4. VALERIO BONANNI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
209,125,0.26260504201680673,106,1. FILIPPO MARIA LAGUZZI (5) | 2. FEDERICA RAMPINI (4) | 3. CESARE ALFIDI (3) | 4. ROBERTO CASAMENTO (3) | 5. SILVIA DE ROSA (3) | 6. MARIA ANTONIETTA DEL MORO (2) | 7. PAOLA CAVALIERI (2) | 8. SIMONA RUSSO (2) | 9. SIMONA SORTINO (2) | 10. ANTONIO COMITO (1),19,1. MATTEO ZOCCHI (6) | 2. MARIA CONCETTA ROMANO (4) | 3. CHRISTIAN RAIMO (3) | 4. ANNA LODESERTO (1) | 5. MARTINA TESTA (1) | 6. ALESSANDRO TADDEI (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
210,107,0.23464912280701755,87,1. FEDERICA RAMPINI (10) | 2. FILIPPO MARIA LAGUZZI (5) | 3. LORENZO SPIZZICHINO (3) | 4. LUIGI MAIO (3) | 5. MIRKO MANFRE' (3) | 6. PAOLA CAVALIERI (3) | 7. GABRIELE CARRADORI (2) | 8. CESARE ALFIDI (1) | 9. NICOLETTA FUNGHI (1) | 10. ORNELLA LOVELLO (1),20,1. FRANCESCA FARCHI (3) | 2. MATTEO ZOCCHI (3) | 3. CHRISTIAN RAIMO (2) | 4. MARTINA TESTA (2) | 5. ROSA FERRETTI (1) | 6. VALERIO BONANNI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
211,123,0.2520491803278688,96,1. FEDERICA RAMPINI (7) | 2. NASTASSJA HABDANK (5) | 3. SIMONA SORTINO (4) | 4. CESARE ALFIDI (3) | 5. GABRIELE CARRADORI (3) | 6. GABRIELE MICHELI (3) | 7. FILIPPO MARIA LAGUZZI (2) | 8. ITALO DELLA BELLA (2) | 9. LUIGI MAIO (2) | 10. MATTEO PIETROSANTE (2),27,1. MARIA CONCETTA ROMANO (7) | 2. CHRISTIAN RAIMO (6) | 3. MATTEO ZOCCHI (5) | 4. FRANCESCA FARCHI (2) | 5. MARIA CRISTINA PANI (1) | 6. ROSA FERRETTI (1) | 7. STEFANO SAMPAOLO (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
212,117,0.24324324324324326,100,1. FEDERICA RAMPINI (5) | 2. LUIGI MAIO (4) | 3. NASTASSJA HABDANK (4) | 4. LORENZO SPIZZICHINO (3) | 5. MIRKO MANFRE' (3) | 6. FILIPPO MARIA LAGUZZI (2) | 7. MATTEO PIETROSANTE (2) | 8. PAOLA CAVALIERI (2) | 9. ROBERTO CASAMENTO (2) | 10. ANTONIO COMITO (1),17,1. MATTEO ZOCCHI (6) | 2. MARIA CONCETTA ROMANO (5) | 3. CHRISTIAN RAIMO (1) | 4. ROSA FERRETTI (1) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
213,98,0.2242562929061785,72,1. FEDERICA RAMPINI (14) | 2. NASTASSJA HABDANK (7) | 3. ANTONIO COMITO (2) | 4. LUIGI MAIO (2) | 5. MIRKO MANFRE' (2) | 6. LORENZO SPIZZICHINO (1) | 7. MATTEO PIETROSANTE (1) | 8. ROBERTO CASAMENTO (1) | 9. SIMONA SORTINO (1) | 10. SIMONETTA ANACLERIO (1),26,1. STEFANO SAMPAOLO (10) | 2. CHRISTIAN RAIMO (8) | 3. MARIA CONCETTA ROMANO (5) | 4. MARTINA TESTA (3) | 5. GIULIA FERRARA (1) | 6. ISABELLA BOARI (1) | 7. MATTEO ZOCCHI (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
214,94,0.24415584415584415,83,1. FEDERICA RAMPINI (5) | 2. FILIPPO MARIA LAGUZZI (5) | 3. NASTASSJA HABDANK (4) | 4. GABRIELE MICHELI (2) | 5. LUIGI MAIO (2) | 6. MATTEO PIETROSANTE (2) | 7. MONICA MAGGI (2) | 8. NICOLETTA FUNGHI (2) | 9. SIMONETTA ANACLERIO (2) | 10. ITALO DELLA BELLA (1),11,1. ANNA LODESERTO (1) | 2. MARTINA TESTA (1) | 3. ALESSANDRO TADDEI (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
215,117,0.2727272727272727,99,1. MARIA ANTONIETTA DEL MORO (12) | 2. FILIPPO MARIA LAGUZZI (8) | 3. FEDERICA RAMPINI (7) | 4. MATTEO PIETROSANTE (7) | 5. NASTASSJA HABDANK (7) | 6. SILVIA DE ROSA (5) | 7. LUIGI MAIO (4) | 8. LORENZO SPIZZICHINO (3) | 9. MIRKO MANFRE' (2) | 10. SIMONA RUSSO (2),18,1. CHRISTIAN RAIMO (6) | 2. MATTEO ZOCCHI (2) | 3. CHIARA CALLINI (1) | 4. CHIARA CENTAMORI (1) | 5. ISABELLA BOARI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
