SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
298,140,0.30501089324618735,112,1. LORENZO SPIZZICHINO (17) | 2. ANTONIO COMITO (6) | 3. FILIPPO MARIA LAGUZZI (6) | 4. ROBERTO CASAMENTO (6) | 5. FEDERICA RAMPINI (5) | 6. GABRIELE MICHELI (5) | 7. MARIA TERESA ELLUL (3) | 8. NICOLETTA FUNGHI (3) | 9. PAOLA CAVALIERI (3) | 10. FRANCESCO MANCINO (2),28,1. STEFANO SAMPAOLO (8) | 2. ANNA LODESERTO (3) | 3. FRANCESCA FARCHI (2) | 4. MARIA CONCETTA ROMANO (2) | 5. MARIA LUCIA CERABONA (2) | 6. SERGIO ORSINI (2) | 7. ENRICA LEO (1) | 8. MARIA ANTONIETTA DE VICO (1) | 9. MATTEO ZOCCHI (1) | 10. VALERIO BONANNI (1),municipio3_2021
299,71,0.2689393939393939,56,1. LORENZO SPIZZICHINO (12) | 2. FILIPPO MARIA LAGUZZI (4) | 3. NASTASSJA HABDANK (4) | 4. MARIA TERESA ELLUL (3) | 5. PAOLA CAVALIERI (3) | 6. ANTONIO COMITO (2) | 7. GABRIELE MICHELI (2) | 8. FEDERICA RAMPINI (1) | 9. MATTEO PIETROSANTE (1) | 10. MONICA MAGGI (1),15,1. STEFANO SAMPAOLO (7) | 2. FRANCESCA FARCHI (2) | 3. MARIA CONCETTA ROMANO (2) | 4. CHRISTIAN RAIMO (1) | 5. MARTINA TESTA (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
300,147,0.3202614379084967,121,1. GABRIELE MICHELI (13) | 2. LORENZO SPIZZICHINO (12) | 3. NASTASSJA HABDANK (11) | 4. FILIPPO MARIA LAGUZZI (8) | 5. ROBERTO CASAMENTO (6) | 6. PAOLA CAVALIERI (5) | 7. MARIA TERESA ELLUL (4) | 8. ANTONIO COMITO (3) | 9. MATTEO PIETROSANTE (3) | 10. ITALO DELLA BELLA (2),26,1. MATTEO ZOCCHI (17) | 2. FRANCESCA FARCHI (2) | 3. ANTONIO FABRIZI (1) | 4. CHRISTIAN RAIMO (1) | 5. ENRICA LEO (1) | 6. MARTINA TESTA (1) | 7. ROSA FERRETTI (1) | 8. STEFANO SAMPAOLO (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
301,123,0.31139240506329113,97,1. LORENZO SPIZZICHINO (26) | 2. PAOLA CAVALIERI (16) | 3. ITALO DELLA BELLA (5) | 4. ROBERTO CASAMENTO (4) | 5. FEDERICA RAMPINI (3) | 6. FILIPPO MARIA LAGUZZI (3) | 7. NASTASSJA HABDANK (2) | 8. GABRIELE MICHELI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),26,1. STEFANO SAMPAOLO (5) | 2. SILVIA LAZZARI (4) | 3. MATTEO ZOCCHI (2) | 4. ANNA LODESERTO (1) | 5. CHRISTIAN RAIMO (1) | 6. ENRICA LEO (1) | 7. ISABELLA BOARI (1) | 8. SERGIO ORSINI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
302,123,0.3022113022113022,105,1. LORENZO SPIZZICHINO (9) | 2. PAOLA CAVALIERI (6) | 3. MARIA ANTONIETTA DEL MORO (3) | 4. NICOLETTA FUNGHI (3) | 5. FEDERICA RAMPINI (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. GABRIELE CARRADORI (2) | 8. ITALO DELLA BELLA (2) | 9. SIMONA RUSSO (2) | 10. ANTONIO COMITO (1),18,1. FRANCESCA FARCHI (4) | 2. STEFANO SAMPAOLO (4) | 3. CHRISTIAN RAIMO (2) | 4. MARTINA TESTA (2) | 5. MARIA LUCIA CERABONA (1) | 6. MATTEO ZOCCHI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
303,71,0.199438202247191,62,1. LORENZO SPIZZICHINO (7) | 2. PAOLA CAVALIERI (7) | 3. GABRIELE MICHELI (3) | 4. NASTASSJA HABDANK (3) | 5. ANTONIO COMITO (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. LUIGI MAIO (2) | 8. MARIA TERESA ELLUL (2) | 9. FEDERICA RAMPINI (1) | 10. MARIA ANTONIETTA DEL MORO (1),9,1. CHIARA CALLINI (1) | 2. MARIA CONCETTA ROMANO (1) | 3. MATTEO ZOCCHI (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
304,85,0.25,60,1. FILIPPO MARIA LAGUZZI (6) | 2. LORENZO SPIZZICHINO (6) | 3. PAOLA CAVALIERI (6) | 4. ANTONIO COMITO (4) | 5. GABRIELE MICHELI (4) | 6. NICOLETTA FUNGHI (4) | 7. SIMONETTA ANACLERIO (4) | 8. ORNELLA LOVELLO (2) | 9. ROBERTO CASAMENTO (2) | 10. FEDERICA RAMPINI (1),25,1. STEFANO SAMPAOLO (7) | 2. CHRISTIAN RAIMO (4) | 3. FRANCESCA FARCHI (4) | 4. MARIA CONCETTA ROMANO (3) | 5. MATTEO ZOCCHI (3) | 6. GIULIA FERRARA (2) | 7. SILVIA LAZZARI (2) | 8. CHIARA CENTAMORI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
305,100,0.28169014084507044,70,1. LORENZO SPIZZICHINO (7) | 2. NASTASSJA HABDANK (4) | 3. GABRIELE MICHELI (3) | 4. SIMONA SORTINO (3) | 5. ITALO DELLA BELLA (2) | 6. MATTEO PIETROSANTE (2) | 7. PAOLA CAVALIERI (2) | 8. ANTONIO COMITO (1) | 9. FEDERICA RAMPINI (1) | 10. FILIPPO MARIA LAGUZZI (1),30,1. MARIA CONCETTA ROMANO (9) | 2. MATTEO ZOCCHI (6) | 3. STEFANO SAMPAOLO (6) | 4. CHRISTIAN RAIMO (5) | 5. FRANCESCA FARCHI (4) | 6. MARIA CRISTINA PANI (1) | 7. MARTINA TESTA (1) | 8. VALERIO BONANNI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
306,63,0.21070234113712374,55,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (6) | 3. ANTONIO COMITO (2) | 4. FRANCESCO MANCINO (2) | 5. MARIA TERESA ELLUL (2) | 6. NASTASSJA HABDANK (1) | 7. PAOLA CAVALIERI (1) | 8. CESARE ALFIDI (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),8,1. CHRISTIAN RAIMO (2) | 2. ISABELLA BOARI (2) | 3. MARIA CRISTINA PANI (1) | 4. VALERIO BONANNI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
307,69,0.22847682119205298,60,1. FEDERICA RAMPINI (4) | 2. FILIPPO MARIA LAGUZZI (4) | 3. ITALO DELLA BELLA (4) | 4. MARIA TERESA ELLUL (3) | 5. FRANCESCO MANCINO (2) | 6. NICOLETTA FUNGHI (2) | 7. GABRIELE MICHELI (1) | 8. LUIGI MAIO (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),9,1. SILVIA LAZZARI (2) | 2. CHIARA CALLINI (1) | 3. MARIA LUCIA CERABONA (1) | 4. MATTEO ZOCCHI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CENTAMORI (0) | 9. CHRISTIAN RAIMO (0) | 10. ENRICA LEO (0),municipio3_2021
308,139,0.3278301886792453,116,1. FILIPPO MARIA LAGUZZI (25) | 2. FEDERICA RAMPINI (19) | 3. NASTASSJA HABDANK (5) | 4. LORENZO SPIZZICHINO (4) | 5. SIMONA SORTINO (4) | 6. MARIA TERESA ELLUL (3) | 7. PAOLA CAVALIERI (3) | 8. ANTONIO COMITO (1) | 9. CESARE ALFIDI (1) | 10. GABRIELE MICHELI (1),23,1. MARIA CONCETTA ROMANO (3) | 2. STEFANO SAMPAOLO (3) | 3. MARTINA TESTA (2) | 4. CHRISTIAN RAIMO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
309,104,0.21666666666666667,85,1. FILIPPO MARIA LAGUZZI (12) | 2. FEDERICA RAMPINI (7) | 3. LORENZO SPIZZICHINO (7) | 4. GABRIELE MICHELI (5) | 5. PAOLA CAVALIERI (4) | 6. MARIA TERESA ELLUL (3) | 7. SIMONA SORTINO (3) | 8. GABRIELE CARRADORI (1) | 9. ITALO DELLA BELLA (1) | 10. MARIA ANTONIETTA DEL MORO (1),19,1. MARIA CONCETTA ROMANO (2) | 2. STEFANO SAMPAOLO (2) | 3. CHIARA CALLINI (1) | 4. MARIA LUCIA CERABONA (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CENTAMORI (0) | 10. CHRISTIAN RAIMO (0),municipio3_2021
310,218,0.3639398998330551,166,1. FILIPPO MARIA LAGUZZI (50) | 2. FEDERICA RAMPINI (34) | 3. NASTASSJA HABDANK (10) | 4. LORENZO SPIZZICHINO (3) | 5. MATTEO PIETROSANTE (3) | 6. FRANCESCO MANCINO (2) | 7. GABRIELE CARRADORI (2) | 8. ITALO DELLA BELLA (2) | 9. ORNELLA LOVELLO (2) | 10. SILVIA DE ROSA (2),52,1. CHIARA CALLINI (16) | 2. STEFANO SAMPAOLO (9) | 3. CHRISTIAN RAIMO (5) | 4. CHIARA CENTAMORI (4) | 5. FRANCESCA FARCHI (3) | 6. ANTONIO FABRIZI (2) | 7. MARIA ANTONIETTA DE VICO (2) | 8. MARIA CONCETTA ROMANO (1) | 9. MARTINA TESTA (1) | 10. MATTEO ZOCCHI (1),municipio3_2021
312,108,0.23684210526315788,91,1. MATTEO PIETROSANTE (9) | 2. FILIPPO MARIA LAGUZZI (8) | 3. NASTASSJA HABDANK (7) | 4. FEDERICA RAMPINI (6) | 5. GABRIELE CARRADORI (6) | 6. NICOLETTA FUNGHI (6) | 7. PAOLA CAVALIERI (5) | 8. MARIA TERESA ELLUL (3) | 9. LORENZO SPIZZICHINO (2) | 10. ORNELLA LOVELLO (2),17,1. STEFANO SAMPAOLO (9) | 2. MARIA CONCETTA ROMANO (6) | 3. ANTONIO FABRIZI (2) | 4. ROSA FERRETTI (2) | 5. ENRICA LEO (1) | 6. MARIA ANTONIETTA DE VICO (1) | 7. MATTEO ZOCCHI (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. CHIARA CALLINI (0),municipio3_2021
313,59,0.164804469273743,46,1. FILIPPO MARIA LAGUZZI (11) | 2. FEDERICA RAMPINI (5) | 3. MATTEO PIETROSANTE (3) | 4. NASTASSJA HABDANK (3) | 5. SIMONETTA ANACLERIO (2) | 6. FRANCESCO MANCINO (1) | 7. GABRIELE CARRADORI (1) | 8. GABRIELE MICHELI (1) | 9. MONICA MAGGI (1) | 10. NICOLETTA FUNGHI (1),13,1. CHRISTIAN RAIMO (3) | 2. CHIARA CALLINI (2) | 3. MARIA CONCETTA ROMANO (1) | 4. MARIA LUCIA CERABONA (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
315,114,0.2878787878787879,96,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (6) | 3. LORENZO SPIZZICHINO (6) | 4. ITALO DELLA BELLA (5) | 5. NASTASSJA HABDANK (5) | 6. NICOLETTA FUNGHI (5) | 7. PAOLA CAVALIERI (5) | 8. GABRIELE CARRADORI (3) | 9. ANTONIO COMITO (2) | 10. MIRKO MANFRE' (2),18,1. CHRISTIAN RAIMO (6) | 2. CHIARA CALLINI (3) | 3. MARTINA TESTA (2) | 4. ORNELLA PUNZO (2) | 5. CHIARA CENTAMORI (1) | 6. SERGIO ORSINI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. ENRICA LEO (0),municipio3_2021
316,116,0.2951653944020356,87,1. FEDERICA RAMPINI (6) | 2. LORENZO SPIZZICHINO (6) | 3. FILIPPO MARIA LAGUZZI (4) | 4. ITALO DELLA BELLA (3) | 5. NASTASSJA HABDANK (3) | 6. MATTEO PIETROSANTE (2) | 7. NICOLETTA FUNGHI (2) | 8. PAOLA CAVALIERI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),29,1. CHRISTIAN RAIMO (6) | 2. MARIA CONCETTA ROMANO (6) | 3. ENRICA LEO (4) | 4. MATTEO ZOCCHI (3) | 5. STEFANO SAMPAOLO (3) | 6. SERGIO ORSINI (2) | 7. ANNA LODESERTO (1) | 8. GIOVANNI RUOCCO (1) | 9. ROSA FERRETTI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
317,131,0.28293736501079914,110,1. FILIPPO MARIA LAGUZZI (9) | 2. NICOLETTA FUNGHI (7) | 3. FEDERICA RAMPINI (6) | 4. NASTASSJA HABDANK (6) | 5. PAOLA CAVALIERI (6) | 6. ITALO DELLA BELLA (5) | 7. LORENZO SPIZZICHINO (4) | 8. ANTONIO COMITO (3) | 9. GABRIELE CARRADORI (3) | 10. MATTEO PIETROSANTE (3),21,1. CHRISTIAN RAIMO (6) | 2. MATTEO ZOCCHI (6) | 3. MARIA LUCIA CERABONA (4) | 4. MARIA CONCETTA ROMANO (3) | 5. ANNA LODESERTO (2) | 6. SILVIA LAZZARI (2) | 7. ISABELLA BOARI (1) | 8. SERGIO ORSINI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
318,128,0.3516483516483517,80,1. LORENZO SPIZZICHINO (8) | 2. ITALO DELLA BELLA (7) | 3. SIMONA RUSSO (6) | 4. PAOLA CAVALIERI (5) | 5. NICOLETTA FUNGHI (3) | 6. FEDERICA RAMPINI (2) | 7. LUIGI MAIO (2) | 8. MATTEO PIETROSANTE (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),48,1. ENRICA LEO (8) | 2. CHRISTIAN RAIMO (6) | 3. SERGIO ORSINI (6) | 4. MARIA CONCETTA ROMANO (5) | 5. MATTEO ZOCCHI (5) | 6. ANTONIO FABRIZI (3) | 7. MARIA LUCIA CERABONA (3) | 8. STEFANO SAMPAOLO (2) | 9. CHIARA CENTAMORI (1) | 10. GIULIA FERRARA (1),municipio3_2021
319,46,0.18110236220472442,41,1. FILIPPO MARIA LAGUZZI (8) | 2. FEDERICA RAMPINI (5) | 3. FRANCESCO MANCINO (4) | 4. ORNELLA LOVELLO (3) | 5. NASTASSJA HABDANK (2) | 6. GABRIELE CARRADORI (1) | 7. NICOLETTA FUNGHI (1) | 8. PAOLA CAVALIERI (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),5,1. CHRISTIAN RAIMO (1) | 2. GIULIA FERRARA (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
320,47,0.19421487603305784,40,1. FEDERICA RAMPINI (5) | 2. GABRIELE CARRADORI (3) | 3. NICOLETTA FUNGHI (2) | 4. PAOLA CAVALIERI (2) | 5. FILIPPO MARIA LAGUZZI (1) | 6. GABRIELE MICHELI (1) | 7. MIRKO MANFRE' (1) | 8. SILVIA DE ROSA (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),7,1. MARIA CONCETTA ROMANO (1) | 2. MARIA LUCIA CERABONA (1) | 3. MATTEO ZOCCHI (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. CHRISTIAN RAIMO (0) | 10. ENRICA LEO (0),municipio3_2021
321,34,0.1574074074074074,31,1. FILIPPO MARIA LAGUZZI (3) | 2. GABRIELE CARRADORI (2) | 3. LUIGI MAIO (1) | 4. SIMONA RUSSO (1) | 5. ANTONIO COMITO (0) | 6. CESARE ALFIDI (0) | 7. FEDERICA RAMPINI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE MICHELI (0) | 10. ITALO DELLA BELLA (0),3,1. GIULIA FERRARA (1) | 2. ALESSANDRO TADDEI (0) | 3. ANNA LODESERTO (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
322,24,0.13953488372093023,23,1. FRANCESCO MANCINO (2) | 2. LORENZO SPIZZICHINO (2) | 3. MARIA TERESA ELLUL (2) | 4. SILVIA DE ROSA (1) | 5. SIMONA RUSSO (1) | 6. ANTONIO COMITO (0) | 7. CESARE ALFIDI (0) | 8. FEDERICA RAMPINI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. GABRIELE CARRADORI (0),1,1. MARTINA TESTA (1) | 2. ALESSANDRO TADDEI (0) | 3. ANNA LODESERTO (0) | 4. ANTONIO FABRIZI (0) | 5. CHIARA CALLINI (0) | 6. CHIARA CENTAMORI (0) | 7. CHRISTIAN RAIMO (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
323,72,0.2155688622754491,56,1. NASTASSJA HABDANK (5) | 2. LORENZO SPIZZICHINO (4) | 3. PAOLA CAVALIERI (4) | 4. ROBERTO CASAMENTO (4) | 5. FILIPPO MARIA LAGUZZI (3) | 6. FEDERICA RAMPINI (2) | 7. CESARE ALFIDI (1) | 8. NICOLETTA FUNGHI (1) | 9. SILVIA DE ROSA (1) | 10. SIMONA RUSSO (1),16,1. CHRISTIAN RAIMO (8) | 2. MATTEO ZOCCHI (3) | 3. MARIA CONCETTA ROMANO (2) | 4. GIULIA FERRARA (1) | 5. MARTINA TESTA (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
324,67,0.1830601092896175,58,1. NICOLETTA FUNGHI (8) | 2. FILIPPO MARIA LAGUZZI (6) | 3. MARIA TERESA ELLUL (2) | 4. SILVIA DE ROSA (2) | 5. SIMONA RUSSO (2) | 6. CESARE ALFIDI (1) | 7. GABRIELE CARRADORI (1) | 8. ROBERTO CASAMENTO (1) | 9. SIMONA SORTINO (1) | 10. ANTONIO COMITO (0),9,1. MARIA CONCETTA ROMANO (2) | 2. CHRISTIAN RAIMO (1) | 3. GIULIA FERRARA (1) | 4. MATTEO ZOCCHI (1) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
325,68,0.22442244224422442,64,1. ANTONIO COMITO (5) | 2. FEDERICA RAMPINI (5) | 3. FRANCESCO MANCINO (5) | 4. FILIPPO MARIA LAGUZZI (4) | 5. NASTASSJA HABDANK (3) | 6. NICOLETTA FUNGHI (3) | 7. PAOLA CAVALIERI (3) | 8. GABRIELE CARRADORI (2) | 9. MATTEO PIETROSANTE (2) | 10. SIMONA RUSSO (1),4,1. CHRISTIAN RAIMO (1) | 2. MARIA CONCETTA ROMANO (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
326,45,0.15901060070671377,41,1. FRANCESCO MANCINO (5) | 2. NICOLETTA FUNGHI (3) | 3. GABRIELE CARRADORI (2) | 4. GABRIELE MICHELI (2) | 5. MATTEO PIETROSANTE (2) | 6. PAOLA CAVALIERI (2) | 7. ANTONIO COMITO (1) | 8. FEDERICA RAMPINI (1) | 9. CESARE ALFIDI (0) | 10. FILIPPO MARIA LAGUZZI (0),4,1. FRANCESCA FARCHI (1) | 2. MARIA CONCETTA ROMANO (1) | 3. MARIA LUCIA CERABONA (1) | 4. MATTEO ZOCCHI (1) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
327,48,0.16,43,1. FRANCESCO MANCINO (10) | 2. FEDERICA RAMPINI (2) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MIRKO MANFRE' (2) | 5. GABRIELE CARRADORI (1) | 6. LORENZO SPIZZICHINO (1) | 7. LUIGI MAIO (1) | 8. NASTASSJA HABDANK (1) | 9. NICOLETTA FUNGHI (1) | 10. PAOLA CAVALIERI (1),5,1. MARIA CONCETTA ROMANO (3) | 2. MATTEO ZOCCHI (2) | 3. STEFANO SAMPAOLO (2) | 4. MARIA ANTONIETTA DE VICO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. CHRISTIAN RAIMO (0),municipio3_2021
328,88,0.19954648526077098,76,1. FRANCESCO MANCINO (10) | 2. FEDERICA RAMPINI (4) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MATTEO PIETROSANTE (2) | 5. NASTASSJA HABDANK (2) | 6. PAOLA CAVALIERI (2) | 7. SILVIA DE ROSA (2) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ORNELLA LOVELLO (1),12,1. MATTEO ZOCCHI (4) | 2. MARIA CONCETTA ROMANO (2) | 3. ANNA LODESERTO (1) | 4. ALESSANDRO TADDEI (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
329,111,0.2423580786026201,92,1. FRANCESCO MANCINO (22) | 2. FEDERICA RAMPINI (4) | 3. FILIPPO MARIA LAGUZZI (4) | 4. PAOLA CAVALIERI (4) | 5. ANTONIO COMITO (3) | 6. LORENZO SPIZZICHINO (2) | 7. GABRIELE CARRADORI (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),19,1. CHRISTIAN RAIMO (3) | 2. MARIA CONCETTA ROMANO (3) | 3. MATTEO ZOCCHI (2) | 4. STEFANO SAMPAOLO (2) | 5. FRANCESCA FARCHI (1) | 6. GIULIA FERRARA (1) | 7. MARIA LUCIA CERABONA (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
330,92,0.19206680584551147,76,1. FEDERICA RAMPINI (8) | 2. FILIPPO MARIA LAGUZZI (6) | 3. FRANCESCO MANCINO (5) | 4. ROBERTO CASAMENTO (5) | 5. NASTASSJA HABDANK (4) | 6. GABRIELE CARRADORI (3) | 7. NICOLETTA FUNGHI (3) | 8. ORNELLA LOVELLO (3) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. LORENZO SPIZZICHINO (1),16,1. CHIARA CALLINI (2) | 2. MARIA CRISTINA PANI (2) | 3. MARTINA TESTA (2) | 4. CHRISTIAN RAIMO (1) | 5. SERGIO ORSINI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
331,99,0.17277486910994763,87,1. FILIPPO MARIA LAGUZZI (6) | 2. LORENZO SPIZZICHINO (6) | 3. FEDERICA RAMPINI (4) | 4. FRANCESCO MANCINO (3) | 5. GABRIELE CARRADORI (3) | 6. PAOLA CAVALIERI (3) | 7. ANTONIO COMITO (2) | 8. SILVIA DE ROSA (2) | 9. CESARE ALFIDI (1) | 10. MARIA TERESA ELLUL (1),12,1. MATTEO ZOCCHI (3) | 2. FRANCESCA FARCHI (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
332,88,0.20045558086560364,71,1. PAOLA CAVALIERI (6) | 2. FRANCESCO MANCINO (5) | 3. GABRIELE CARRADORI (5) | 4. NICOLETTA FUNGHI (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. LORENZO SPIZZICHINO (3) | 7. ROBERTO CASAMENTO (3) | 8. ANTONIO COMITO (2) | 9. FEDERICA RAMPINI (2) | 10. MARIA ANTONIETTA DEL MORO (1),17,1. MATTEO ZOCCHI (11) | 2. MARIA LUCIA CERABONA (2) | 3. FRANCESCA FARCHI (1) | 4. MARIA CRISTINA PANI (1) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
333,54,0.14361702127659576,50,1. ITALO DELLA BELLA (3) | 2. FRANCESCO MANCINO (2) | 3. LORENZO SPIZZICHINO (2) | 4. NICOLETTA FUNGHI (2) | 5. ORNELLA LOVELLO (2) | 6. PAOLA CAVALIERI (2) | 7. GABRIELE CARRADORI (1) | 8. MATTEO PIETROSANTE (1) | 9. MIRKO MANFRE' (1) | 10. SIMONA SORTINO (1),4,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
