SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
2421,75,0.18382352941176472,75,1. ERICA BATTAGLIA (16) | 2. MAURIZIO VELOCCIA (13) | 3. ANTONIO STAMPETE (4) | 4. ANDREA ALEMANNI (1) | 5. GIULIA TEMPESTA (1) | 6. RICCARDO CORBUCCI (1) | 7. SABRINA ALFONSI (1) | 8. YURI TROMBETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),0,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2422,91,0.22807017543859648,90,1. ERICA BATTAGLIA (23) | 2. MAURIZIO VELOCCIA (19) | 3. ILARIA PICCOLO (4) | 4. PIERO SANDULLI (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),1,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2423,65,0.1625,62,1. ERICA BATTAGLIA (18) | 2. MAURIZIO VELOCCIA (17) | 3. ANDREA ALEMANNI (2) | 4. MARIANO ANGELUCCI (2) | 5. ANTONELLA MELITO (1) | 6. GIOVANNI CRISANTI (1) | 7. GIULIA TEMPESTA (1) | 8. ILARIA PICCOLO (1) | 9. OLIMPIA TROILI (1) | 10. PIETRO VITTORIO BARBIERI (1),3,1. CLAUDIA PRATELLI (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2424,47,0.14461538461538462,46,1. ERICA BATTAGLIA (13) | 2. MAURIZIO VELOCCIA (9) | 3. ANDREA ALEMANNI (3) | 4. ANTONIO STAMPETE (3) | 5. MASSIMO DE SIMONI (1) | 6. NELLA CONVERTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. CARLA CONSUELO FERMARIELLO (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2425,32,0.08184143222506395,30,1. DANIELE PARRUCCI (5) | 2. ERICA BATTAGLIA (5) | 3. ANDREA ALEMANNI (4) | 4. SVETLANA CELLI (4) | 5. MASSIMO DE SIMONI (3) | 6. NELLA CONVERTI (3) | 7. MAURIZIO VELOCCIA (1) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONELLA MELITO (0),2,1. PAOLO LECCESE (1) | 2. VALERIO BONANNI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2426,55,0.17133956386292834,54,1. DANIELE PARRUCCI (18) | 2. ERICA BATTAGLIA (14) | 3. CRISTINA MICHETELLI (3) | 4. MAURIZIO VELOCCIA (3) | 5. SABRINA ALFONSI (3) | 6. YURI TROMBETTI (3) | 7. ANTONIO STAMPETE (2) | 8. GIOVANNI CRISANTI (2) | 9. ANDREA ALEMANNI (1) | 10. LORENZO MARINONE (1),1,1. ISABELLA BORRELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2427,31,0.14220183486238533,29,1. MAURIZIO VELOCCIA (4) | 2. QAMAR ZAMAN (1) | 3. SABRINA ALFONSI (1) | 4. ALESSANDRO LEPIDINI (0) | 5. ANDREA ALEMANNI (0) | 6. ANTONELLA MELITO (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),2,1. CLAUDIA PRATELLI (2) | 2. GIOVANNI CAUDO (2) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2428,36,0.17307692307692307,34,1. OLIMPIA TROILI (4) | 2. DANIELE PARRUCCI (2) | 3. PIERO SANDULLI (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. DARIO MARCUCCI (1) | 6. ERICA BATTAGLIA (1) | 7. FABRIZIO RUFO (1) | 8. MONICA MORICONI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),2,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2429,34,0.13654618473895583,28,1. SABRINA ALFONSI (3) | 2. JULIAN COLABELLO (2) | 3. DANIELE PARRUCCI (1) | 4. FABRIZIO RUFO (1) | 5. GIORGIO RAFFAELE CALVI (1) | 6. MARIANO ANGELUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. STEFANO MARONGIU (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),6,1. CLAUDIA PRATELLI (1) | 2. ISABELLA BORRELLI (1) | 3. RUGGERO SCOTTI (1) | 4. SIMONE SAPIENZA (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2430,56,0.1509433962264151,51,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. NELLA CONVERTI (2) | 4. VALERIA BAGLIO (2) | 5. ANTONIO STAMPETE (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. DANIELE PARRUCCI (1) | 8. GIOVANNI ZANNOLA (1) | 9. GIULIA TEMPESTA (1) | 10. JULIAN COLABELLO (1),5,1. GIOVANNI CAUDO (2) | 2. PAOLO LECCESE (2) | 3. CLAUDIA PRATELLI (1) | 4. DANIELA PATTI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2431,50,0.19305019305019305,44,1. MAURIZIO VELOCCIA (7) | 2. SABRINA ALFONSI (4) | 3. VALERIA BAGLIO (3) | 4. ANTONIO STAMPETE (2) | 5. DANIELE PARRUCCI (2) | 6. ERICA BATTAGLIA (2) | 7. UBALDO RIGHETTI (2) | 8. GIOVANNI CRISANTI (1) | 9. GIULIA TEMPESTA (1) | 10. ROCCO STELITANO (1),6,1. DANIELA PATTI (3) | 2. GIOVANNI CAUDO (2) | 3. ISABELLA BORRELLI (1) | 4. PAOLO LECCESE (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. CLAUDIA PRATELLI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2432,51,0.1795774647887324,49,1. MAURIZIO VELOCCIA (3) | 2. SABRINA ALFONSI (3) | 3. ANTONIO STAMPETE (2) | 4. JULIAN COLABELLO (2) | 5. CLAUDIA PAPPATA' (1) | 6. ERICA BATTAGLIA (1) | 7. FLAVIA RESTIVO (1) | 8. STEFANO MARONGIU (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),2,1. SIMONE SAPIENZA (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2433,30,0.11494252873563218,27,1. MASSIMO DE SIMONI (3) | 2. NELLA CONVERTI (3) | 3. SABRINA ALFONSI (3) | 4. MAURIZIO VELOCCIA (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. DANIELE PARRUCCI (1) | 8. GIAMMARCO PALMIERI (1) | 9. JULIAN COLABELLO (1) | 10. ALESSANDRO LEPIDINI (0),3,1. TIZIANA BIOLGHINI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2434,42,0.11797752808988764,41,1. GIOVANNI CRISANTI (6) | 2. ERICA BATTAGLIA (4) | 3. MAURIZIO VELOCCIA (3) | 4. SVETLANA CELLI (3) | 5. YURI TROMBETTI (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. ELEONORA GRIMALDI (1) | 9. FABRIZIO RUFO (1) | 10. ALESSANDRO LEPIDINI (0),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2435,55,0.17350157728706625,50,1. GIOVANNI CRISANTI (6) | 2. CARLA CONSUELO FERMARIELLO (3) | 3. LORENZO MARINONE (2) | 4. SABRINA ALFONSI (2) | 5. ANTONIO STAMPETE (1) | 6. CRISTINA MICHETELLI (1) | 7. MAURIZIO VELOCCIA (1) | 8. STEFANO MARONGIU (1) | 9. UBALDO RIGHETTI (1) | 10. VALERIA BAGLIO (1),5,1. TIZIANA BIOLGHINI (2) | 2. GIOVANNI CAUDO (1) | 3. STEFANO AMBROSETTI (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
2436,49,0.1952191235059761,42,1. ERICA BATTAGLIA (3) | 2. MAURIZIO VELOCCIA (3) | 3. ANTONIO STAMPETE (2) | 4. GIOVANNI CRISANTI (2) | 5. ANTONELLA MELITO (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. CRISTINA MICHETELLI (1) | 8. DARIO MARCUCCI (1) | 9. FABRIZIO RUFO (1) | 10. MONICA MORICONI (1),7,1. ROSSANA BASSI (2) | 2. ANNA LODESERTO (1) | 3. CLAUDIA PRATELLI (1) | 4. GIOVANNI CAUDO (1) | 5. MARCO TRIMALDI (1) | 6. TIZIANA BIOLGHINI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
2437,92,0.23291139240506328,87,1. GIOVANNI CRISANTI (9) | 2. MARIANO ANGELUCCI (5) | 3. MAURIZIO VELOCCIA (5) | 4. ERICA BATTAGLIA (4) | 5. SABRINA ALFONSI (4) | 6. CARLA CONSUELO FERMARIELLO (3) | 7. OLIMPIA TROILI (3) | 8. FABRIZIO RUFO (2) | 9. PIERO SANDULLI (2) | 10. ANTONIO STAMPETE (1),5,1. CLAUDIA PRATELLI (5) | 2. GIOVANNI CAUDO (5) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2438,52,0.15522388059701492,51,1. GIOVANNI CRISANTI (14) | 2. ERICA BATTAGLIA (5) | 3. FABRIZIO RUFO (3) | 4. SABRINA ALFONSI (3) | 5. ANDREA ALEMANNI (2) | 6. ANTONELLA MELITO (2) | 7. CARLA CONSUELO FERMARIELLO (2) | 8. CRISTINA MICHETELLI (2) | 9. MAURIZIO VELOCCIA (2) | 10. VALERIA BAGLIO (2),1,1. ALESSANDRA QUATTROCCHI (1) | 2. ALESSANDRA LATERZA (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2439,63,0.2226148409893993,56,1. MAURIZIO VELOCCIA (2) | 2. CLAUDIA PAPPATA' (1) | 3. ERICA BATTAGLIA (1) | 4. GIAMMARCO PALMIERI (1) | 5. GIOVANNI CRISANTI (1) | 6. LORENZO MARINONE (1) | 7. MARIANO ANGELUCCI (1) | 8. OLIMPIA TROILI (1) | 9. SABRINA ALFONSI (1) | 10. STEFANO MARONGIU (1),7,1. GIAN LUCA RIPARBELLI (1) | 2. GIOVANNI CAUDO (1) | 3. ISABELLA BORRELLI (1) | 4. LORENZO GASPARRINI (1) | 5. TIZIANA BIOLGHINI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELA PATTI (0),comune_2021
2440,73,0.2673992673992674,71,1. GIOVANNI CRISANTI (7) | 2. FABRIZIO RUFO (5) | 3. SABRINA ALFONSI (4) | 4. ERICA BATTAGLIA (3) | 5. FLAVIA RESTIVO (2) | 6. MAURIZIO VELOCCIA (2) | 7. STEFANO MARONGIU (2) | 8. GIOVANNI ZANNOLA (1) | 9. MARIANO ANGELUCCI (1) | 10. VALERIA BAGLIO (1),2,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2441,68,0.2085889570552147,64,1. FABRIZIO RUFO (16) | 2. ERICA BATTAGLIA (7) | 3. SABRINA ALFONSI (5) | 4. GIULIA TEMPESTA (3) | 5. MAURIZIO VELOCCIA (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO STAMPETE (1) | 8. FLAVIA RESTIVO (1) | 9. GIOVANNI CRISANTI (1) | 10. SVETLANA CELLI (1),4,1. ROSSANA BASSI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2442,42,0.21875,41,1. FABRIZIO RUFO (16) | 2. ERICA BATTAGLIA (11) | 3. SABRINA ALFONSI (3) | 4. MAURIZIO VELOCCIA (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONELLA MELITO (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. CLAUDIA PAPPATA' (1) | 10. GIAMMARCO PALMIERI (1),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2443,64,0.22145328719723184,63,1. GIOVANNI CRISANTI (7) | 2. FLAVIA RESTIVO (6) | 3. ERICA BATTAGLIA (3) | 4. SABRINA ALFONSI (3) | 5. ANTONELLA MELITO (2) | 6. FABRIZIO RUFO (2) | 7. ILARIA PICCOLO (2) | 8. LORENZO MARINONE (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. ALESSANDRO LEPIDINI (1),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2444,78,0.3183673469387755,68,1. FABRIZIO RUFO (29) | 2. ERICA BATTAGLIA (10) | 3. SABRINA ALFONSI (5) | 4. GIOVANNI CRISANTI (3) | 5. FLAVIA RESTIVO (2) | 6. DANIELE PARRUCCI (1) | 7. MAURIZIO VELOCCIA (1) | 8. UBALDO RIGHETTI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),10,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2445,51,0.2015810276679842,49,1. ERICA BATTAGLIA (7) | 2. FABRIZIO RUFO (5) | 3. YURI TROMBETTI (5) | 4. SABRINA ALFONSI (2) | 5. GIULIA TEMPESTA (1) | 6. RICCARDO CORBUCCI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),2,1. TIZIANA BIOLGHINI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2446,31,0.13839285714285715,28,1. FABRIZIO RUFO (4) | 2. ERICA BATTAGLIA (1) | 3. GIOVANNI CRISANTI (1) | 4. SABRINA ALFONSI (1) | 5. YURI TROMBETTI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),3,1. CLAUDIA PRATELLI (1) | 2. GIOVANNI CAUDO (1) | 3. NICOLA CERABONA (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
2447,62,0.23134328358208955,60,1. FABRIZIO RUFO (19) | 2. ERICA BATTAGLIA (12) | 3. SABRINA ALFONSI (3) | 4. GIOVANNI CRISANTI (2) | 5. MAURIZIO VELOCCIA (2) | 6. SVETLANA CELLI (2) | 7. PIERO SANDULLI (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),2,1. ISABELLA BOARI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2448,67,0.27459016393442626,61,1. FABRIZIO RUFO (23) | 2. ERICA BATTAGLIA (13) | 3. GIOVANNI CRISANTI (4) | 4. SABRINA ALFONSI (3) | 5. ANTONELLA MELITO (2) | 6. VALERIA BAGLIO (2) | 7. GIULIA TEMPESTA (1) | 8. RICCARDO CORBUCCI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),6,1. GIOVANNI CAUDO (1) | 2. NICOLA CERABONA (1) | 3. SIMONE SAPIENZA (1) | 4. SUSANNA SPAFFORD (1) | 5. TIZIANA BIOLGHINI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELA PATTI (0),comune_2021
2449,47,0.18951612903225806,40,1. FABRIZIO RUFO (10) | 2. ERICA BATTAGLIA (8) | 3. GIOVANNI CRISANTI (3) | 4. GIULIA TEMPESTA (2) | 5. PIETRO VITTORIO BARBIERI (2) | 6. NELLA CONVERTI (1) | 7. STEFANO MARONGIU (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),7,1. DANIELA PATTI (2) | 2. GIOVANNI CAUDO (2) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2450,58,0.1806853582554517,54,1. FABRIZIO RUFO (4) | 2. GIOVANNI CRISANTI (3) | 3. ERICA BATTAGLIA (2) | 4. CLAUDIA PAPPATA' (1) | 5. CLAUDIO PARAVATI (1) | 6. GIAMMARCO PALMIERI (1) | 7. LORENZO MARINONE (1) | 8. PIERO SANDULLI (1) | 9. SVETLANA CELLI (1) | 10. UBALDO RIGHETTI (1),4,1. CLAUDIA PRATELLI (2) | 2. GIOVANNI CAUDO (2) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2451,86,0.23626373626373626,80,1. GIOVANNI CRISANTI (9) | 2. FABRIZIO RUFO (5) | 3. ERICA BATTAGLIA (3) | 4. SABRINA ALFONSI (3) | 5. YURI TROMBETTI (3) | 6. MAURIZIO VELOCCIA (2) | 7. ANTONIO STAMPETE (1) | 8. CARLA CONSUELO FERMARIELLO (1) | 9. CRISTINA MICHETELLI (1) | 10. FLAVIA RESTIVO (1),6,1. GIOVANNI CAUDO (3) | 2. CLAUDIA PRATELLI (2) | 3. FRANCESCA TOLINO (1) | 4. ISABELLA BORRELLI (1) | 5. SIMONE SAPIENZA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
2452,70,0.19662921348314608,66,1. FABRIZIO RUFO (4) | 2. SABRINA ALFONSI (4) | 3. ANTONIO CIANCIO (3) | 4. GIOVANNI CRISANTI (3) | 5. MAURIZIO VELOCCIA (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. ERICA BATTAGLIA (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. ALESSANDRO LEPIDINI (1) | 10. ANDREA ALEMANNI (1),4,1. CLAUDIA PRATELLI (1) | 2. NICOLA CERABONA (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
2453,46,0.17037037037037037,44,1. ANDREA ALEMANNI (2) | 2. FABRIZIO RUFO (2) | 3. GIOVANNI ZANNOLA (2) | 4. MARIANO ANGELUCCI (2) | 5. SABRINA ALFONSI (2) | 6. SVETLANA CELLI (2) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. ERICA BATTAGLIA (1) | 9. GIOVANNI CRISANTI (1) | 10. LORENZO MARINONE (1),2,1. CLAUDIA PRATELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
2454,53,0.18596491228070175,53,1. GIOVANNI CRISANTI (10) | 2. MAURIZIO VELOCCIA (4) | 3. SABRINA ALFONSI (3) | 4. ANTONELLA MELITO (2) | 5. OLIMPIA TROILI (2) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. ERICA BATTAGLIA (1) | 8. FABRIZIO RUFO (1) | 9. GIOVANNI ZANNOLA (1) | 10. GIULIA TEMPESTA (1),0,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
